IDFIL,NAME,TOTAL_FLUX,MEAN_DENS,MEAN_TEMP,ELLIPTICITY,CONTRAST,SATELLITE,INSTRUMENT
45,HiGALFil013.9201-1.2385,9.2749000e+23,2.4751000e+20,19.3020,1.88679,1.15290,Herschel,SPIRE
52,HiGALFil013.8059-1.2194,1.3610000e+24,3.2992000e+20,18.5980,2.32558,1.15100,Herschel,SPIRE
59,HiGALFil022.6893-1.2209,1.5696000e+24,5.0057000e+20,20.5320,1.44928,1.27500,Herschel,SPIRE
90,HiGALFil020.5884-1.2144,1.8988000e+24,3.8392000e+20,19.6720,1.35135,1.20300,Herschel,SPIRE
131,HiGALFil015.6751-1.1809,4.3013000e+24,7.7251000e+20,18.0410,1.85185,1.38880,Herschel,SPIRE
133,HiGALFil013.5644-1.1996,7.8808000e+23,3.1605000e+20,19.4550,1.33333,1.31880,Herschel,SPIRE
145,HiGALFil015.9974-1.1946,2.2004000e+24,5.9819000e+20,17.8930,1.75439,1.13990,Herschel,SPIRE
165,HiGALFil022.8969-1.1913,1.0695000e+24,2.2693000e+20,21.2480,1.85185,1.22330,Herschel,SPIRE
182,HiGALFil018.3744-1.1508,2.9701000e+24,3.0268000e+20,18.7700,1.88679,1.08210,Herschel,SPIRE
200,HiGALFil018.0933-1.1472,5.5995000e+24,1.0869000e+21,18.1090,1.66667,1.39420,Herschel,SPIRE
206,HiGALFil013.4866-1.1716,6.3627000e+23,1.9940000e+20,19.8890,2.00000,1.20910,Herschel,SPIRE
215,HiGALFil015.9706-1.1534,3.2830000e+24,4.7212000e+20,18.2140,1.75439,1.20520,Herschel,SPIRE
225,HiGALFil017.8839-1.1078,1.2784000e+25,1.4530000e+21,18.0120,1.44928,1.48860,Herschel,SPIRE
227,HiGALFil015.5777-1.1292,5.7541000e+24,1.7579000e+21,17.9180,1.19048,1.66780,Herschel,SPIRE
232,HiGALFil015.7766-1.1108,4.2070000e+24,5.5256000e+20,18.1620,1.75439,1.25420,Herschel,SPIRE
255,HiGALFil013.4224-1.1299,2.3882000e+24,6.3612000e+20,19.2540,2.17391,1.59200,Herschel,SPIRE
271,HiGALFil013.7130-1.1119,5.6181000e+24,6.6199000e+20,18.8460,1.21951,1.34860,Herschel,SPIRE
318,HiGALFil022.8255-1.1165,2.3804000e+24,4.8871000e+20,21.7050,1.61290,1.18970,Herschel,SPIRE
327,HiGALFil017.5530-1.1362,1.5862000e+24,3.4430000e+20,18.2990,2.50000,1.14790,Herschel,SPIRE
372,HiGALFil022.1177-1.1043,3.6939000e+24,6.3504000e+20,19.9560,1.72414,1.25070,Herschel,SPIRE
377,HiGALFil013.0888-1.0877,1.8488000e+24,1.5378000e+20,20.0930,1.33333,1.15860,Herschel,SPIRE
409,HiGALFil015.9322-1.0422,1.2765000e+25,1.0500000e+21,18.3930,1.38889,1.31200,Herschel,SPIRE
419,HiGALFil017.6338-1.0530,4.8001000e+24,9.9855000e+20,19.0480,2.63158,1.39610,Herschel,SPIRE
423,HiGALFil013.3317-1.0984,1.4059000e+24,3.0057000e+20,19.4610,2.70270,1.23340,Herschel,SPIRE
436,HiGALFil022.3529-1.1018,1.4908000e+24,2.7221000e+20,20.2110,2.32558,1.11380,Herschel,SPIRE
444,HiGALFil016.0135-1.1021,2.0740000e+24,5.8148000e+20,18.2420,2.50000,1.18030,Herschel,SPIRE
460,HiGALFil020.3925-1.0416,1.3965000e+25,1.2575000e+21,19.0400,2.12766,1.39950,Herschel,SPIRE
468,HiGALFil022.7517-1.0886,2.1625000e+24,5.0973000e+20,21.0010,1.69492,1.18760,Herschel,SPIRE
472,HiGALFil017.3123-1.0960,1.6685000e+24,4.0424000e+20,18.1870,2.50000,1.14070,Herschel,SPIRE
473,HiGALFil013.5054-1.0951,7.7948000e+23,1.8114000e+20,19.2880,1.61290,1.18830,Herschel,SPIRE
478,HiGALFil018.3727-0.9992,1.4247000e+25,1.0190000e+21,18.9520,2.27273,1.30820,Herschel,SPIRE
496,HiGALFil022.5530-1.0284,5.5263000e+24,1.2548000e+21,19.3640,1.49254,1.54400,Herschel,SPIRE
501,HiGALFil011.8735-1.0671,1.2101000e+24,3.5372000e+20,18.7960,1.69492,1.19110,Herschel,SPIRE
510,HiGALFil019.9930-1.0805,1.6918000e+24,3.5964000e+20,19.7790,2.63158,1.15240,Herschel,SPIRE
513,HiGALFil017.9989-1.0662,3.0775000e+24,4.1318000e+20,18.5000,1.51515,1.10680,Herschel,SPIRE
529,HiGALFil018.2178-1.0579,5.9148000e+24,7.6400000e+20,18.5790,1.56250,1.25370,Herschel,SPIRE
545,HiGALFil017.8207-1.0416,5.2583000e+24,9.2991000e+20,18.4370,1.61290,1.36280,Herschel,SPIRE
566,HiGALFil021.4967-1.0501,2.2666000e+24,1.2755000e+20,20.0330,1.78571,1.07090,Herschel,SPIRE
568,HiGALFil020.2578-1.0697,1.5812000e+24,5.2861000e+20,19.5730,2.17391,1.12650,Herschel,SPIRE
571,HiGALFil013.6302-1.0257,3.8198000e+24,6.0354000e+20,19.9670,2.00000,1.26960,Herschel,SPIRE
585,HiGALFil022.8903-1.0616,7.5086000e+23,1.3891000e+20,21.5130,2.32558,1.05580,Herschel,SPIRE
619,HiGALFil014.0082-1.0125,5.9391000e+24,7.2375000e+20,18.9710,1.58730,1.23270,Herschel,SPIRE
629,HiGALFil021.6618-1.0138,1.3136000e+25,1.7764000e+21,19.1740,1.61290,1.42540,Herschel,SPIRE
630,HiGALFil020.1926-1.0067,4.9709000e+24,9.5447000e+20,19.1630,2.32558,1.36360,Herschel,SPIRE
633,HiGALFil019.4266-0.9876,2.9506000e+25,1.2030000e+21,19.0840,3.33333,1.33140,Herschel,SPIRE
648,HiGALFil020.6432-1.0279,2.0720000e+24,2.0598000e+20,20.0110,2.12766,1.09970,Herschel,SPIRE
651,HiGALFil020.0100-0.9924,7.8486000e+24,8.7275000e+20,18.8080,1.72414,1.32290,Herschel,SPIRE
666,HiGALFil011.5716-1.0348,1.6891000e+24,5.9073000e+20,18.4630,1.33333,1.20980,Herschel,SPIRE
670,HiGALFil019.9346-1.0502,1.0710000e+24,2.1676000e+20,19.9900,2.22222,1.08520,Herschel,SPIRE
687,HiGALFil019.1044-1.0097,5.9804000e+24,1.2113000e+21,18.9000,2.12766,1.35860,Herschel,SPIRE
709,HiGALFil012.8302-1.0325,1.0114000e+24,1.4213000e+20,19.8640,1.56250,1.07250,Herschel,SPIRE
716,HiGALFil022.8173-1.0271,1.6393000e+24,2.2106000e+20,21.5980,1.88679,1.14580,Herschel,SPIRE
732,HiGALFil019.7527-1.0270,1.6934000e+24,2.9677000e+20,19.9690,1.92308,1.07710,Herschel,SPIRE
736,HiGALFil015.5467-1.0176,2.8719000e+24,7.5171000e+20,19.9420,1.69492,1.31130,Herschel,SPIRE
750,HiGALFil022.2256-1.0199,2.8745000e+24,2.6751000e+20,20.2350,1.92308,1.15650,Herschel,SPIRE
790,HiGALFil014.8548-0.9988,8.1808000e+24,2.9590000e+21,18.9840,2.04082,1.69390,Herschel,SPIRE
792,HiGALFil012.9343-1.0116,8.6345000e+23,1.3623000e+20,20.1740,1.78571,1.06850,Herschel,SPIRE
800,HiGALFil020.7241-0.9881,2.5547000e+24,3.4309000e+20,19.7890,1.53846,1.14160,Herschel,SPIRE
820,HiGALFil013.5723-1.0131,1.2521000e+24,3.5499000e+20,19.8960,1.81818,1.10320,Herschel,SPIRE
831,HiGALFil018.2729-0.9978,3.0617000e+24,5.5617000e+20,18.8770,1.47059,1.24550,Herschel,SPIRE
841,HiGALFil015.6361-1.0029,2.3773000e+24,2.5498000e+20,19.4810,2.04082,1.22820,Herschel,SPIRE
879,HiGALFil013.9209-0.9984,1.7899000e+24,4.2250000e+20,19.6450,1.69492,1.16480,Herschel,SPIRE
881,HiGALFil010.6762-1.0051,1.1376000e+24,8.0859000e+19,20.3450,1.58730,1.07490,Herschel,SPIRE
889,HiGALFil021.9847-0.9952,1.9139000e+24,2.4860000e+20,20.1870,1.63934,1.10730,Herschel,SPIRE
897,HiGALFil013.9949-0.9425,7.5680000e+24,1.2557000e+21,19.1170,1.81818,1.35850,Herschel,SPIRE
939,HiGALFil016.1429-0.9847,2.7175000e+24,4.3003000e+20,19.2760,3.03030,1.16540,Herschel,SPIRE
948,HiGALFil015.7678-0.9936,1.4226000e+24,1.8043000e+20,19.3930,1.96078,1.05410,Herschel,SPIRE
968,HiGALFil013.8898-0.9832,1.3260000e+24,2.3159000e+20,20.2770,2.04082,1.09050,Herschel,SPIRE
971,HiGALFil012.6952-0.9735,6.0559000e+24,2.5131000e+21,17.7400,2.43902,1.90790,Herschel,SPIRE
1014,HiGALFil015.1610-0.9541,2.7335000e+24,3.9092000e+20,23.4810,1.56250,1.12220,Herschel,SPIRE
1021,HiGALFil018.9704-0.9361,9.1811000e+24,7.6454000e+20,18.9510,2.56410,1.17350,Herschel,SPIRE
1039,HiGALFil019.0269-0.9581,3.9548000e+24,1.1461000e+21,18.6500,2.43902,1.30490,Herschel,SPIRE
1040,HiGALFil018.7593-0.9665,1.8186000e+24,3.1344000e+20,19.9970,1.47059,1.09950,Herschel,SPIRE
1043,HiGALFil017.4277-0.9663,2.9279000e+24,5.9664000e+20,18.6010,1.69492,1.22770,Herschel,SPIRE
1049,HiGALFil013.7454-0.9711,1.1447000e+24,2.5099000e+20,20.1400,1.81818,1.12400,Herschel,SPIRE
1060,HiGALFil017.1889-0.9512,9.2742000e+24,1.6684000e+21,17.7390,2.56410,1.36390,Herschel,SPIRE
1062,HiGALFil013.5535-0.9508,1.6238000e+24,2.0363000e+20,20.0140,1.72414,1.16680,Herschel,SPIRE
1073,HiGALFil021.7256-0.9509,4.4069000e+24,8.9957000e+20,19.2830,1.40845,1.21130,Herschel,SPIRE
1090,HiGALFil012.4507-0.9351,6.8503000e+24,1.2041000e+21,18.5060,2.50000,1.27430,Herschel,SPIRE
1091,HiGALFil012.2764-0.9543,1.0698000e+24,1.9145000e+20,20.6270,2.38095,1.16890,Herschel,SPIRE
1111,HiGALFil015.6370-0.9421,2.0698000e+24,1.3702000e+20,20.3010,2.77778,1.03980,Herschel,SPIRE
1112,HiGALFil013.0453-0.9459,1.4355000e+24,2.6941000e+20,19.8450,2.27273,1.12410,Herschel,SPIRE
1114,HiGALFil012.9418-0.9555,9.5005000e+23,2.4351000e+20,19.7640,1.92308,1.06440,Herschel,SPIRE
1126,HiGALFil017.0139-0.9309,2.4251000e+25,6.8935000e+21,16.3470,1.38889,2.21530,Herschel,SPIRE
1147,HiGALFil015.5524-0.9168,5.3424000e+24,4.1970000e+20,20.4970,1.44928,1.14010,Herschel,SPIRE
1156,HiGALFil021.9610-0.9429,4.0770000e+24,4.3321000e+20,19.9430,1.38889,1.16470,Herschel,SPIRE
1159,HiGALFil018.0894-0.9455,1.5998000e+24,2.4371000e+20,19.4880,1.96078,1.10240,Herschel,SPIRE
1180,HiGALFil020.5549-0.8865,8.9067000e+24,7.9293000e+20,19.8400,2.77778,1.21220,Herschel,SPIRE
1184,HiGALFil017.3347-0.9390,9.0223000e+24,1.9978000e+21,17.9830,2.17391,1.40840,Herschel,SPIRE
1185,HiGALFil016.7894-0.9379,4.2273000e+24,3.0372000e+20,17.8790,1.63934,1.19350,Herschel,SPIRE
1193,HiGALFil022.4570-0.9219,6.9804000e+24,2.2786000e+21,19.6190,2.17391,1.99890,Herschel,SPIRE
1194,HiGALFil022.2997-0.9317,2.3723000e+24,2.4559000e+20,20.1000,2.77778,1.07100,Herschel,SPIRE
1232,HiGALFil019.8488-0.9132,4.2513000e+24,1.1693000e+21,19.3820,1.40845,1.42140,Herschel,SPIRE
1234,HiGALFil017.4130-0.9187,5.0917000e+24,1.4873000e+21,18.3690,1.88679,1.31520,Herschel,SPIRE
1252,HiGALFil020.1254-0.9336,1.5228000e+24,2.6234000e+20,19.8410,1.75439,1.13340,Herschel,SPIRE
1253,HiGALFil019.0792-0.9334,2.6513000e+24,5.1898000e+20,19.2720,1.58730,1.18120,Herschel,SPIRE
1271,HiGALFil016.1219-0.9287,3.1208000e+24,3.7256000e+20,19.5630,1.78571,1.13160,Herschel,SPIRE
1274,HiGALFil015.3578-0.9385,2.6982000e+24,3.2344000e+20,21.4000,2.00000,1.11930,Herschel,SPIRE
1275,HiGALFil014.5197-0.9311,3.4734000e+24,6.7014000e+20,19.4110,1.63934,1.22680,Herschel,SPIRE
1276,HiGALFil014.3940-0.9294,3.2695000e+24,7.6238000e+20,19.0530,1.33333,1.24760,Herschel,SPIRE
1285,HiGALFil021.5165-0.9290,2.3229000e+24,4.6446000e+20,20.2430,1.96078,1.11900,Herschel,SPIRE
1286,HiGALFil020.8255-0.9175,2.7817000e+24,3.3416000e+20,20.1960,1.69492,1.13080,Herschel,SPIRE
1292,HiGALFil018.7182-0.9179,2.2679000e+24,3.8277000e+20,20.3180,1.81818,1.17920,Herschel,SPIRE
1304,HiGALFil016.3699-0.9180,2.2058000e+24,3.3209000e+20,19.4210,1.96078,1.14900,Herschel,SPIRE
1307,HiGALFil014.7141-0.8898,1.5547000e+25,2.5644000e+21,18.1680,2.27273,1.59200,Herschel,SPIRE
1311,HiGALFil012.8601-0.9201,4.2535000e+24,6.9841000e+20,19.1100,1.75439,1.23230,Herschel,SPIRE
1318,HiGALFil022.6406-0.9164,2.4391000e+24,5.9796000e+20,20.6850,1.47059,1.23590,Herschel,SPIRE
1320,HiGALFil019.2624-0.9057,3.3643000e+24,4.5812000e+20,20.0220,2.32558,1.17560,Herschel,SPIRE
1348,HiGALFil015.0757-0.9097,2.8038000e+24,7.6539000e+20,21.6260,2.12766,1.28760,Herschel,SPIRE
1351,HiGALFil012.7750-0.9233,2.1693000e+24,6.9325000e+20,19.3340,1.69492,1.22780,Herschel,SPIRE
1360,HiGALFil022.9169-0.9227,8.9244000e+23,1.5100000e+20,22.0190,1.51515,1.05140,Herschel,SPIRE
1363,HiGALFil019.5747-0.9041,7.9319000e+24,1.3998000e+21,21.2300,2.17391,1.41550,Herschel,SPIRE
1366,HiGALFil018.5535-0.9243,1.4498000e+24,4.1123000e+19,20.0490,1.38889,1.05580,Herschel,SPIRE
1372,HiGALFil014.8394-0.9098,3.3028000e+24,4.0466000e+20,19.5270,1.81818,1.16600,Herschel,SPIRE
1381,HiGALFil022.2786-0.8970,6.6867000e+24,1.4335000e+21,19.9240,1.96078,1.46540,Herschel,SPIRE
1386,HiGALFil019.9490-0.9144,3.3251000e+24,9.1850000e+20,19.0210,1.78571,1.23450,Herschel,SPIRE
1405,HiGALFil020.6209-0.9169,2.0001000e+24,1.4010000e+20,19.8270,1.49254,1.06400,Herschel,SPIRE
1432,HiGALFil021.7964-0.8766,5.1571000e+24,5.9318000e+20,20.1350,1.38889,1.18680,Herschel,SPIRE
1448,HiGALFil022.8473-0.8915,9.6684000e+23,1.4237000e+20,22.0940,2.56410,1.05800,Herschel,SPIRE
1472,HiGALFil021.2043-0.8869,4.3621000e+24,7.4628000e+20,20.2390,1.35135,1.36090,Herschel,SPIRE
1475,HiGALFil017.5810-0.8962,3.1485000e+24,1.2085000e+21,18.5210,1.53846,1.36720,Herschel,SPIRE
1478,HiGALFil016.8279-0.8768,7.9425000e+24,1.0391000e+21,17.9270,1.42857,1.24420,Herschel,SPIRE
1480,HiGALFil016.6626-0.8495,9.6925000e+24,9.9385000e+20,18.2870,2.27273,1.22810,Herschel,SPIRE
1510,HiGALFil016.2420-0.8700,4.4203000e+24,8.3507000e+20,19.1490,2.43902,1.22980,Herschel,SPIRE
1514,HiGALFil015.3426-0.9000,1.8302000e+24,2.1598000e+20,22.0790,1.42857,1.08200,Herschel,SPIRE
1518,HiGALFil012.7056-0.8938,2.3171000e+24,7.9695000e+20,19.2960,1.75439,1.34950,Herschel,SPIRE
1559,HiGALFil016.3219-0.8874,2.2157000e+24,6.4518000e+20,19.5660,1.96078,1.19540,Herschel,SPIRE
1584,HiGALFil013.6982-0.8679,4.2587000e+24,4.4945000e+20,19.8190,1.63934,1.16360,Herschel,SPIRE
1589,HiGALFil022.7325-0.8651,2.7076000e+24,2.8014000e+20,21.1740,1.92308,1.12660,Herschel,SPIRE
1596,HiGALFil018.5760-0.8174,6.9456000e+24,5.2427000e+20,19.8630,2.94118,1.15960,Herschel,SPIRE
1597,HiGALFil018.3215-0.7910,3.0985000e+25,3.8176000e+21,17.8630,1.66667,1.91750,Herschel,SPIRE
1614,HiGALFil021.9050-0.8713,4.3145000e+24,1.0276000e+21,19.4840,1.42857,1.31390,Herschel,SPIRE
1618,HiGALFil016.9334-0.8685,6.0716000e+24,3.1190000e+21,17.0200,1.51515,1.49640,Herschel,SPIRE
1630,HiGALFil021.9945-0.8528,7.9408000e+24,1.5388000e+21,19.2580,1.66667,1.27030,Herschel,SPIRE
1635,HiGALFil020.5100-0.8773,2.4347000e+24,4.2784000e+19,19.4480,1.69492,1.10530,Herschel,SPIRE
1636,HiGALFil020.4761-0.8481,1.1181000e+25,1.3623000e+21,19.1890,2.38095,1.32820,Herschel,SPIRE
1639,HiGALFil015.9244-0.8699,4.3120000e+24,7.3269000e+20,19.6220,2.12766,1.30480,Herschel,SPIRE
1657,HiGALFil017.4880-0.8668,2.9731000e+24,1.3054000e+21,18.2460,2.04082,1.42800,Herschel,SPIRE
1665,HiGALFil012.5975-0.8539,6.6423000e+24,2.4139000e+21,17.1140,1.85185,1.59650,Herschel,SPIRE
1666,HiGALFil012.1412-0.8780,2.4447000e+24,4.5246000e+20,19.8090,1.88679,1.30270,Herschel,SPIRE
1674,HiGALFil020.9361-0.8729,2.0027000e+24,3.0524000e+20,20.1320,1.92308,1.12810,Herschel,SPIRE
1675,HiGALFil020.2789-0.8462,5.6932000e+24,6.3155000e+20,19.6670,1.47059,1.20160,Herschel,SPIRE
1679,HiGALFil017.6444-0.8538,6.2691000e+24,7.8681000e+20,18.2900,1.92308,1.31530,Herschel,SPIRE
1685,HiGALFil014.2278-0.8442,7.8220000e+24,1.3631000e+21,19.0740,1.33333,1.41100,Herschel,SPIRE
1697,HiGALFil020.1114-0.8408,1.1302000e+25,1.3889000e+21,18.9000,1.78571,1.33100,Herschel,SPIRE
1702,HiGALFil017.2887-0.8218,1.2428000e+25,3.0326000e+21,17.9740,2.43902,1.42990,Herschel,SPIRE
1708,HiGALFil022.1653-0.8645,3.3356000e+24,7.1252000e+20,19.3710,2.12766,1.17110,Herschel,SPIRE
1740,HiGALFil015.2436-0.8301,1.0136000e+25,1.1826000e+21,24.6130,1.69492,1.41110,Herschel,SPIRE
1741,HiGALFil015.0917-0.8587,2.8216000e+24,7.4028000e+20,21.9020,1.63934,1.29330,Herschel,SPIRE
1742,HiGALFil014.0037-0.8528,3.2935000e+24,7.0735000e+20,19.5550,1.92308,1.25130,Herschel,SPIRE
1751,HiGALFil022.0765-0.8517,7.6911000e+24,2.0378000e+21,18.7790,1.42857,1.40460,Herschel,SPIRE
1785,HiGALFil017.7424-0.8471,2.2140000e+24,5.1361000e+20,19.1750,1.96078,1.19790,Herschel,SPIRE
1796,HiGALFil022.9524-0.8230,1.9292000e+24,2.2898000e+20,21.8750,1.75439,1.12880,Herschel,SPIRE
1802,HiGALFil019.7981-0.8483,2.3149000e+24,9.1668000e+20,19.5220,1.53846,1.22770,Herschel,SPIRE
1804,HiGALFil019.3206-0.8403,2.2142000e+24,2.4013000e+20,20.4770,2.12766,1.11620,Herschel,SPIRE
1813,HiGALFil014.9992-0.8461,2.6417000e+24,4.6009000e+20,24.5750,1.61290,1.13960,Herschel,SPIRE
1826,HiGALFil016.9985-0.8492,6.4216000e+24,2.0307000e+21,17.2200,1.47059,1.35530,Herschel,SPIRE
1837,HiGALFil019.7359-0.8387,4.5607000e+24,8.5625000e+20,19.6730,1.63934,1.15540,Herschel,SPIRE
1838,HiGALFil019.6068-0.7075,4.0142000e+25,3.0332000e+21,18.6090,1.35135,1.60770,Herschel,SPIRE
1839,HiGALFil018.1480-0.8377,2.5408000e+24,3.1778000e+20,19.6220,1.49254,1.07730,Herschel,SPIRE
1841,HiGALFil016.1497-0.8283,5.2306000e+24,1.7302000e+21,18.7700,1.49254,1.38140,Herschel,SPIRE
1846,HiGALFil013.0269-0.8401,9.4511000e+24,2.4092000e+21,17.6030,2.50000,1.50550,Herschel,SPIRE
1847,HiGALFil013.0306-0.7378,2.4902000e+25,3.7254000e+21,17.6010,3.22581,1.78960,Herschel,SPIRE
1848,HiGALFil012.8513-0.8421,6.4106000e+24,1.4367000e+21,18.6140,2.50000,1.29160,Herschel,SPIRE
1870,HiGALFil016.0748-0.8307,3.6023000e+24,8.3384000e+20,19.5800,1.88679,1.19540,Herschel,SPIRE
1875,HiGALFil013.3080-0.8414,1.0453000e+24,1.2293000e+20,20.2260,1.58730,1.03060,Herschel,SPIRE
1885,HiGALFil017.4126-0.8097,8.3433000e+24,2.5171000e+21,17.9610,2.12766,1.58890,Herschel,SPIRE
1886,HiGALFil016.4114-0.8367,2.0893000e+24,4.0545000e+20,19.7820,1.33333,1.12330,Herschel,SPIRE
1905,HiGALFil017.3407-0.8290,5.8014000e+24,1.3091000e+21,18.2410,1.40845,1.31560,Herschel,SPIRE
1906,HiGALFil017.0771-0.8148,3.9940000e+24,2.2677000e+21,17.6420,1.58730,1.56680,Herschel,SPIRE
1909,HiGALFil015.9871-0.7894,6.8117000e+24,8.1127000e+20,19.2850,2.94118,1.17340,Herschel,SPIRE
1915,HiGALFil022.6388-0.8252,2.2931000e+24,3.7755000e+20,20.2530,1.53846,1.19630,Herschel,SPIRE
1917,HiGALFil022.2547-0.7800,8.3873000e+24,1.4557000e+21,18.8350,3.57143,1.36850,Herschel,SPIRE
1929,HiGALFil012.3032-0.7657,2.7629000e+25,3.0217000e+21,18.2960,1.51515,1.71090,Herschel,SPIRE
1937,HiGALFil022.5630-0.8038,3.8244000e+24,7.2193000e+20,20.1850,1.81818,1.39670,Herschel,SPIRE
1938,HiGALFil022.1604-0.8102,4.5333000e+24,1.2995000e+21,18.9250,1.36986,1.36280,Herschel,SPIRE
1939,HiGALFil021.4526-0.8086,4.5915000e+24,9.1690000e+20,19.8830,1.53846,1.27490,Herschel,SPIRE
1947,HiGALFil015.6978-0.8045,4.3679000e+24,6.2199000e+20,20.7690,1.51515,1.22110,Herschel,SPIRE
1949,HiGALFil013.9416-0.8009,6.0795000e+24,2.0930000e+21,19.1920,1.40845,1.56830,Herschel,SPIRE
1956,HiGALFil009.8871-0.8391,2.0736000e+24,9.3018000e+20,21.0460,2.00000,1.24250,Herschel,SPIRE
1964,HiGALFil018.9650-0.7825,2.2921000e+25,3.4839000e+21,18.2950,1.88679,1.69150,Herschel,SPIRE
1986,HiGALFil022.7832-0.8219,1.3349000e+24,2.4920000e+20,21.0730,1.35135,1.13940,Herschel,SPIRE
1996,HiGALFil016.8934-0.8050,7.8367000e+24,1.6313000e+21,18.1770,1.42857,1.24560,Herschel,SPIRE
2017,HiGALFil014.6032-0.8158,3.0371000e+24,1.2736000e+21,18.6750,1.38889,1.19670,Herschel,SPIRE
2034,HiGALFil017.1478-0.7876,9.5533000e+24,2.6962000e+21,18.2100,2.56410,1.49650,Herschel,SPIRE
2036,HiGALFil015.1428-0.8151,3.3723000e+24,3.7936000e+20,26.5690,1.44928,1.16350,Herschel,SPIRE
2068,HiGALFil019.2183-0.6953,3.4354000e+25,2.4412000e+21,19.8610,2.63158,1.55560,Herschel,SPIRE
2069,HiGALFil016.3399-0.7460,1.6343000e+25,1.7611000e+21,18.7060,2.12766,1.34660,Herschel,SPIRE
2085,HiGALFil021.0355-0.7576,9.4507000e+24,1.2305000e+21,19.5520,1.69492,1.37060,Herschel,SPIRE
2102,HiGALFil019.5890-0.7851,3.1905000e+24,1.0437000e+21,19.5500,2.17391,1.26020,Herschel,SPIRE
2104,HiGALFil017.2449-0.7853,6.0499000e+24,1.1965000e+21,18.4860,2.27273,1.28550,Herschel,SPIRE
2124,HiGALFil022.4563-0.7613,5.4407000e+24,1.2733000e+21,19.2190,1.36986,1.35240,Herschel,SPIRE
2131,HiGALFil016.6699-0.7559,7.3923000e+24,1.2501000e+21,18.7090,2.17391,1.25670,Herschel,SPIRE
2134,HiGALFil013.8850-0.7952,2.4777000e+24,4.0786000e+20,20.2270,2.32558,1.13720,Herschel,SPIRE
2136,HiGALFil012.4646-0.7635,1.5602000e+25,3.7942000e+21,17.0200,2.12766,1.80010,Herschel,SPIRE
2142,HiGALFil019.4849-0.8023,2.4282000e+24,5.4559000e+20,19.9590,2.43902,1.14260,Herschel,SPIRE
2172,HiGALFil021.4599-0.6949,1.7294000e+25,2.0002000e+21,19.7030,2.08333,1.53250,Herschel,SPIRE
2181,HiGALFil015.8716-0.7774,4.4118000e+24,6.7506000e+20,19.3980,1.75439,1.18550,Herschel,SPIRE
2193,HiGALFil015.8134-0.7652,4.7606000e+24,7.6444000e+20,19.9880,1.88679,1.15650,Herschel,SPIRE
2214,HiGALFil014.5427-0.7720,1.1158000e+25,2.8429000e+21,17.7030,2.85714,1.45760,Herschel,SPIRE
2216,HiGALFil013.3971-0.7682,2.2101000e+24,4.2957000e+20,20.1450,1.61290,1.19240,Herschel,SPIRE
2219,HiGALFil012.7096-0.7374,1.5589000e+25,2.3422000e+21,16.9580,1.81818,1.45920,Herschel,SPIRE
2220,HiGALFil011.8470-0.7550,5.3036000e+24,1.9287000e+21,17.8810,2.12766,1.37730,Herschel,SPIRE
2224,HiGALFil022.7946-0.7883,1.4331000e+24,2.3369000e+20,20.8470,2.56410,1.13830,Herschel,SPIRE
2225,HiGALFil022.4029-0.7134,1.2194000e+25,1.5127000e+21,19.3130,2.77778,1.40540,Herschel,SPIRE
2247,HiGALFil021.9907-0.7620,4.3083000e+24,1.3252000e+21,18.7580,1.75439,1.30020,Herschel,SPIRE
2271,HiGALFil020.8128-0.7734,3.3723000e+24,3.4265000e+20,20.4800,1.81818,1.07950,Herschel,SPIRE
2286,HiGALFil021.1222-0.7701,2.2024000e+24,4.5535000e+20,19.9690,1.61290,1.13290,Herschel,SPIRE
2288,HiGALFil020.3013-0.7704,6.1706000e+24,1.0369000e+21,19.3690,3.03030,1.23150,Herschel,SPIRE
2294,HiGALFil014.3959-0.7354,3.8002000e+25,5.5138000e+21,18.4000,1.61290,1.50100,Herschel,SPIRE
2311,HiGALFil018.4247-0.7183,6.9484000e+24,1.2887000e+21,19.6750,2.04082,1.28700,Herschel,SPIRE
2325,HiGALFil020.1556-0.6960,4.0540000e+25,2.4786000e+21,19.1590,1.88679,1.41470,Herschel,SPIRE
2331,HiGALFil017.7779-0.7551,4.2840000e+24,5.0073000e+20,18.9900,1.88679,1.05840,Herschel,SPIRE
2339,HiGALFil018.8179-0.7534,2.8196000e+24,8.6857000e+20,20.0260,2.22222,1.19400,Herschel,SPIRE
2343,HiGALFil017.6048-0.7102,1.4384000e+25,3.5651000e+21,18.2740,2.32558,1.60170,Herschel,SPIRE
2345,HiGALFil016.5402-0.7566,5.3646000e+24,1.1105000e+21,19.3510,1.61290,1.22800,Herschel,SPIRE
2350,HiGALFil014.6338-0.7657,3.5835000e+24,1.3773000e+21,18.7880,1.49254,1.30430,Herschel,SPIRE
2362,HiGALFil020.6737-0.7516,4.0480000e+24,6.3197000e+20,19.8370,1.47059,1.16900,Herschel,SPIRE
2384,HiGALFil015.0212-0.6551,5.1248000e+25,7.7054000e+21,24.0600,1.63934,2.80630,Herschel,SPIRE
2417,HiGALFil018.1609-0.7256,4.2293000e+24,3.7424000e+20,19.2980,2.12766,1.11140,Herschel,SPIRE
2423,HiGALFil015.3086-0.7388,2.8994000e+24,6.3336000e+20,21.6290,2.08333,1.20720,Herschel,SPIRE
2425,HiGALFil013.9821-0.7401,4.4539000e+24,8.8669000e+20,19.7220,2.00000,1.21890,Herschel,SPIRE
