IDFIL,NAME,TOTAL_FLUX,MEAN_DENS,MEAN_TEMP,ELLIPTICITY,CONTRAST,SATELLITE,INSTRUMENT
1003178,HiGALFil333.7808-0.2574,3.3414000e+25,5.1854000e+21,18.8270,2.22222,1.43840,Herschel,SPIRE
1003182,HiGALFil341.3964-0.2775,2.3309000e+25,2.1263000e+21,18.6380,2.63158,1.26050,Herschel,SPIRE
1003186,HiGALFil337.5098-0.2464,3.4297000e+25,4.0211000e+21,19.3720,2.85714,1.29300,Herschel,SPIRE
1003187,HiGALFil337.4224-0.3028,9.3571000e+24,2.5283000e+21,19.0590,2.22222,1.18970,Herschel,SPIRE
1003190,HiGALFil335.8644-0.3020,5.9047000e+24,1.3453000e+21,18.2590,1.53846,1.19310,Herschel,SPIRE
1003192,HiGALFil334.3296-0.2412,2.1826000e+25,3.6847000e+21,18.7490,2.94118,1.36230,Herschel,SPIRE
1003200,HiGALFil341.7639-0.2883,8.5589000e+24,8.0565000e+20,17.9310,2.00000,1.21090,Herschel,SPIRE
1003218,HiGALFil340.4822-0.3051,8.1155000e+24,2.5151000e+21,19.3250,1.96078,1.34380,Herschel,SPIRE
1003242,HiGALFil335.5817-0.2887,1.7204000e+25,1.1801000e+22,18.9110,1.38889,3.52390,Herschel,SPIRE
1003253,HiGALFil338.2778-0.2903,9.6419000e+24,1.8518000e+21,19.0960,1.40845,1.35710,Herschel,SPIRE
1003271,HiGALFil335.9546-0.2906,6.9100000e+24,9.0256000e+20,18.5480,1.75439,1.14660,Herschel,SPIRE
1003281,HiGALFil338.4425-0.2405,3.0480000e+25,3.8586000e+21,20.6160,1.08696,1.38040,Herschel,SPIRE
1003295,HiGALFil330.4628-0.2880,6.8383000e+24,1.1809000e+21,18.5160,2.38095,1.15190,Herschel,SPIRE
1003299,HiGALFil341.5574-0.2729,1.0987000e+25,1.6117000e+21,18.7020,1.96078,1.23070,Herschel,SPIRE
1003312,HiGALFil331.4312-0.2792,1.0819000e+25,4.9348000e+21,19.3240,1.38889,1.49070,Herschel,SPIRE
1003330,HiGALFil341.8257-0.2845,7.4153000e+24,1.6433000e+21,17.6300,2.32558,1.25080,Herschel,SPIRE
1003331,HiGALFil339.2430-0.2815,7.0480000e+24,1.6478000e+21,18.6290,1.44928,1.18000,Herschel,SPIRE
1003334,HiGALFil334.4117-0.2845,1.1424000e+25,2.0531000e+21,19.1760,2.56410,1.21550,Herschel,SPIRE
1003338,HiGALFil330.5932-0.2543,2.0141000e+25,4.0674000e+21,18.1810,1.44928,1.37860,Herschel,SPIRE
1003347,HiGALFil334.6184-0.2705,1.9596000e+25,2.5444000e+21,19.4360,2.08333,1.35840,Herschel,SPIRE
1003351,HiGALFil331.6730-0.2711,1.3691000e+25,3.1963000e+21,19.2600,2.12766,1.49800,Herschel,SPIRE
1003365,HiGALFil336.8883-0.2836,7.9692000e+24,1.9429000e+21,19.5170,1.92308,1.20830,Herschel,SPIRE
1003381,HiGALFil336.8298-0.2681,8.3988000e+24,2.6150000e+21,19.3260,1.56250,1.20510,Herschel,SPIRE
1003387,HiGALFil334.1910-0.2160,2.8847000e+25,6.3138000e+21,17.6830,2.17391,1.71250,Herschel,SPIRE
1003391,HiGALFil332.0111-0.2678,3.0687000e+24,4.0409000e+20,19.2920,2.22222,1.14460,Herschel,SPIRE
1003399,HiGALFil341.9262-0.2721,7.9573000e+24,2.0807000e+21,17.2080,3.33333,1.33280,Herschel,SPIRE
1003402,HiGALFil340.0555-0.2471,9.6940000e+24,-2.6831000e+20,20.9700,1.13636,1.42910,Herschel,SPIRE
1003410,HiGALFil334.9963-0.2596,1.0024000e+25,2.1245000e+21,19.0520,1.53846,1.23090,Herschel,SPIRE
1003411,HiGALFil334.0631-0.2652,8.9850000e+24,2.5719000e+21,18.6680,1.42857,1.24530,Herschel,SPIRE
1003433,HiGALFil340.1764-0.2455,1.2766000e+25,3.7339000e+21,18.1930,1.85185,1.60310,Herschel,SPIRE
1003434,HiGALFil339.9340-0.2724,3.5697000e+24,1.0992000e+21,20.0390,1.72414,1.16150,Herschel,SPIRE
1003435,HiGALFil339.1189-0.2735,5.6767000e+24,1.6413000e+21,18.5910,1.72414,1.11640,Herschel,SPIRE
1003464,HiGALFil332.2616-0.2707,3.6940000e+24,1.4246000e+21,19.5410,1.58730,1.22900,Herschel,SPIRE
1003483,HiGALFil338.2043-0.2624,6.4627000e+24,1.4395000e+21,19.8950,2.17391,1.22550,Herschel,SPIRE
1003497,HiGALFil337.0982-0.2498,6.2840000e+24,1.8692000e+21,20.2960,1.40845,1.18370,Herschel,SPIRE
1003498,HiGALFil336.9255-0.2023,3.7136000e+25,4.8114000e+21,20.4220,1.81818,1.47530,Herschel,SPIRE
1003502,HiGALFil335.4335-0.2338,2.5193000e+25,8.4204000e+21,18.0740,1.69492,1.92860,Herschel,SPIRE
1003505,HiGALFil333.7038-0.2207,2.5526000e+25,7.7506000e+21,21.3600,1.44928,1.66670,Herschel,SPIRE
1003526,HiGALFil340.2844-0.2214,3.3108000e+25,1.3232000e+22,19.9490,1.40845,2.77520,Herschel,SPIRE
1003528,HiGALFil339.3624-0.2099,1.1260000e+25,9.7524000e+20,18.8960,2.04082,1.14060,Herschel,SPIRE
1003537,HiGALFil334.8376-0.2077,1.1075000e+25,2.1686000e+21,19.4240,2.32558,1.38500,Herschel,SPIRE
1003551,HiGALFil335.0650-0.2313,7.1525000e+24,2.0698000e+21,18.9910,2.04082,1.25630,Herschel,SPIRE
1003552,HiGALFil334.0125-0.2503,5.8550000e+24,1.4335000e+21,19.2440,1.85185,1.10980,Herschel,SPIRE
1003563,HiGALFil338.7037-0.2257,5.3908000e+24,1.0370000e+21,19.0490,2.43902,1.18400,Herschel,SPIRE
1003575,HiGALFil332.7998-0.2270,1.3807000e+25,2.3700000e+21,19.4080,1.33333,1.32400,Herschel,SPIRE
1003582,HiGALFil337.9543-0.1944,2.4218000e+25,3.8499000e+21,20.1540,2.38095,1.31910,Herschel,SPIRE
1003584,HiGALFil337.3999-0.2239,1.4778000e+25,3.0179000e+21,18.8940,2.32558,1.27330,Herschel,SPIRE
1003590,HiGALFil333.9649-0.2331,8.2489000e+24,1.6906000e+21,18.7740,1.49254,1.24180,Herschel,SPIRE
1003612,HiGALFil333.2029-0.2442,5.3613000e+24,1.4958000e+21,21.1240,2.63158,1.22100,Herschel,SPIRE
1003622,HiGALFil340.6639-0.2192,1.0315000e+25,2.2813000e+21,18.8790,2.04082,1.25560,Herschel,SPIRE
1003627,HiGALFil336.7725-0.2194,2.7264000e+25,4.3755000e+21,19.1030,2.63158,1.39670,Herschel,SPIRE
1003633,HiGALFil338.8431-0.2286,4.9427000e+24,5.7482000e+20,18.9100,1.61290,1.13100,Herschel,SPIRE
1003635,HiGALFil336.5580-0.1440,2.8479000e+25,3.2149000e+21,21.5470,2.63158,1.36040,Herschel,SPIRE
1003642,HiGALFil330.1396-0.2299,3.9498000e+24,1.3435000e+21,18.2580,1.36986,1.20390,Herschel,SPIRE
1003647,HiGALFil340.1071-0.1895,2.1983000e+25,4.0861000e+21,19.5750,1.96078,1.39610,Herschel,SPIRE
1003662,HiGALFil339.5949-0.1402,5.4170000e+25,6.4563000e+21,18.6570,1.51515,1.76590,Herschel,SPIRE
1003663,HiGALFil339.4908-0.2237,3.0670000e+24,3.2679000e+20,18.7120,1.53846,1.06750,Herschel,SPIRE
1003666,HiGALFil338.9161-0.1985,1.4492000e+25,3.5392000e+21,18.8570,2.00000,1.41770,Herschel,SPIRE
1003684,HiGALFil341.8261-0.2121,9.9689000e+24,2.0277000e+21,17.6130,2.00000,1.23050,Herschel,SPIRE
1003698,HiGALFil331.2743-0.1950,2.0753000e+25,6.7542000e+21,21.8760,2.27273,1.74540,Herschel,SPIRE
1003710,HiGALFil335.9443-0.2105,5.7050000e+24,1.7089000e+21,19.4440,1.42857,1.16040,Herschel,SPIRE
1003717,HiGALFil338.1145-0.2008,1.3225000e+25,2.7988000e+21,20.9780,1.61290,1.36520,Herschel,SPIRE
1003737,HiGALFil339.2826-0.2152,7.3796000e+24,1.7522000e+21,19.0520,2.94118,1.16550,Herschel,SPIRE
1003741,HiGALFil335.6177-0.1781,2.6325000e+25,3.6814000e+21,18.5550,1.78571,1.41520,Herschel,SPIRE
1003746,HiGALFil331.7036-0.1603,3.2222000e+25,3.6662000e+21,19.5350,1.92308,1.37970,Herschel,SPIRE
1003766,HiGALFil338.5454-0.1512,2.0193000e+25,2.3761000e+21,21.0770,1.38889,1.35950,Herschel,SPIRE
1003772,HiGALFil335.9042-0.1931,5.6903000e+24,1.3378000e+21,19.6430,1.47059,1.14250,Herschel,SPIRE
1003773,HiGALFil335.0058-0.1770,7.9670000e+24,1.3317000e+21,19.4510,3.22581,1.17760,Herschel,SPIRE
1003774,HiGALFil333.3531-0.2008,1.0168000e+25,2.3881000e+21,20.4350,2.12766,1.36040,Herschel,SPIRE
1003781,HiGALFil329.9687-0.2008,6.9573000e+24,8.3678000e+20,18.6210,2.43902,1.15300,Herschel,SPIRE
1003783,HiGALFil342.0938-0.1975,5.4951000e+24,1.6330000e+21,18.0570,1.69492,1.13760,Herschel,SPIRE
1003790,HiGALFil337.1209-0.1716,1.7586000e+25,2.3068000e+21,21.7610,1.14943,1.37730,Herschel,SPIRE
1003794,HiGALFil332.6392-0.1819,2.0999000e+25,3.9371000e+21,19.3410,2.63158,1.49290,Herschel,SPIRE
1003810,HiGALFil340.5372-0.1532,1.5310000e+25,3.7920000e+21,19.1440,1.56250,1.47990,Herschel,SPIRE
1003811,HiGALFil339.9787-0.1739,1.4038000e+25,3.7286000e+21,20.2270,1.36986,1.43030,Herschel,SPIRE
1003812,HiGALFil338.2475-0.1944,6.4542000e+24,1.0050000e+21,19.5840,1.61290,1.15480,Herschel,SPIRE
1003820,HiGALFil333.0172-0.1928,5.8918000e+24,1.5561000e+21,19.1200,2.08333,1.14660,Herschel,SPIRE
1003826,HiGALFil338.8272-0.1922,6.7133000e+24,1.0402000e+21,19.2220,2.04082,1.18910,Herschel,SPIRE
1003831,HiGALFil332.4863-0.1400,4.2522000e+25,4.0619000e+21,20.4020,2.50000,1.44110,Herschel,SPIRE
1003832,HiGALFil331.4894-0.1236,9.6767000e+25,1.4474000e+22,19.9970,2.12766,2.16210,Herschel,SPIRE
1003835,HiGALFil336.3427-0.1566,1.3863000e+25,4.2109000e+21,21.1180,1.75439,1.80450,Herschel,SPIRE
1003836,HiGALFil335.4160-0.1727,9.1502000e+24,3.0879000e+20,18.8020,1.40845,1.04550,Herschel,SPIRE
1003840,HiGALFil333.4655-0.1594,2.5754000e+25,1.2073000e+22,20.2780,1.42857,2.15740,Herschel,SPIRE
1003847,HiGALFil342.0270-0.1879,6.3109000e+24,1.3908000e+21,17.8040,2.70270,1.13150,Herschel,SPIRE
1003848,HiGALFil341.3970-0.1763,6.5320000e+24,5.5785000e+20,18.7400,2.70270,1.05100,Herschel,SPIRE
1003851,HiGALFil340.2448-0.1580,2.2761000e+25,5.3713000e+21,18.1830,1.81818,1.35650,Herschel,SPIRE
1003855,HiGALFil336.0414-0.1782,6.2177000e+24,1.2951000e+21,18.7040,2.22222,1.20140,Herschel,SPIRE
1003858,HiGALFil334.5932-0.1821,7.5488000e+24,1.2017000e+21,19.3060,2.77778,1.18570,Herschel,SPIRE
1003869,HiGALFil341.6693-0.1766,6.0413000e+24,1.1214000e+21,18.5450,1.42857,1.21710,Herschel,SPIRE
1003870,HiGALFil341.5667-0.1692,1.0420000e+25,1.9950000e+21,18.5050,2.22222,1.29180,Herschel,SPIRE
1003915,HiGALFil340.6361-0.1578,5.2880000e+24,1.1526000e+21,19.3340,1.85185,1.11940,Herschel,SPIRE
1003920,HiGALFil337.9099-0.1447,1.6686000e+25,3.5515000e+21,20.2030,1.66667,1.23410,Herschel,SPIRE
1003942,HiGALFil335.7928-0.1652,9.8801000e+24,1.8976000e+21,20.0170,1.81818,1.25690,Herschel,SPIRE
1003953,HiGALFil341.4685-0.1636,5.0318000e+24,1.1124000e+21,18.6630,2.27273,1.11220,Herschel,SPIRE
1003956,HiGALFil339.8467-0.1600,5.2123000e+24,6.0660000e+20,18.9000,2.12766,1.13490,Herschel,SPIRE
1003963,HiGALFil335.2890-0.1280,2.8561000e+25,4.3773000e+21,17.9580,1.20482,1.42130,Herschel,SPIRE
1003964,HiGALFil334.5049-0.1508,4.2631000e+24,1.0884000e+21,19.3590,2.70270,1.13410,Herschel,SPIRE
1003967,HiGALFil334.2719-0.1594,6.0145000e+24,1.8233000e+21,19.0520,2.12766,1.07970,Herschel,SPIRE
1003968,HiGALFil334.0395-0.1587,6.2184000e+24,1.6458000e+21,18.9170,1.69492,1.17060,Herschel,SPIRE
1003984,HiGALFil331.9297-0.1147,5.6220000e+25,7.8858000e+21,18.1240,1.85185,1.65580,Herschel,SPIRE
1003992,HiGALFil338.7551-0.1340,1.1783000e+25,1.9425000e+21,19.2860,1.40845,1.21780,Herschel,SPIRE
1003994,HiGALFil337.2803-0.1621,9.2735000e+24,3.3932000e+21,21.3960,1.49254,1.31370,Herschel,SPIRE
1004042,HiGALFil337.3444-0.1158,2.3460000e+25,6.6135000e+21,18.6030,1.92308,1.61380,Herschel,SPIRE
1004075,HiGALFil336.0989-0.1359,5.3799000e+24,1.0490000e+21,19.2380,1.96078,1.14130,Herschel,SPIRE
1004077,HiGALFil335.0547-0.1426,5.4267000e+24,1.1758000e+21,19.2710,1.40845,1.20170,Herschel,SPIRE
1004079,HiGALFil334.6898-0.1223,2.2534000e+25,2.7716000e+21,19.9720,1.56250,1.31400,Herschel,SPIRE
1004083,HiGALFil332.9891-0.1286,2.0608000e+25,3.6749000e+21,18.8140,1.69492,1.29450,Herschel,SPIRE
1004116,HiGALFil336.7669-0.1411,6.4051000e+24,1.7670000e+21,19.7720,2.70270,1.20760,Herschel,SPIRE
1004119,HiGALFil334.9678-0.0681,2.8009000e+25,4.0477000e+21,19.1620,2.27273,1.49040,Herschel,SPIRE
1004128,HiGALFil340.7666-0.1139,2.0942000e+25,5.9638000e+21,18.4610,1.33333,1.73490,Herschel,SPIRE
1004134,HiGALFil334.9114-0.1278,6.7410000e+24,1.5884000e+21,19.1870,1.66667,1.13520,Herschel,SPIRE
1004139,HiGALFil332.2835-0.0753,5.7365000e+25,8.3904000e+21,18.5020,2.56410,1.83490,Herschel,SPIRE
1004148,HiGALFil341.0282-0.1047,2.2252000e+25,2.8323000e+21,19.0850,1.88679,1.42370,Herschel,SPIRE
1004161,HiGALFil333.9177-0.1187,8.7495000e+24,2.7735000e+21,19.6770,1.92308,1.52520,Herschel,SPIRE
1004166,HiGALFil338.8666-0.1338,4.2152000e+24,1.2026000e+21,19.1480,2.08333,1.20830,Herschel,SPIRE
1004167,HiGALFil338.2220-0.1239,9.6018000e+24,2.8158000e+21,19.2960,1.38889,1.34280,Herschel,SPIRE
1004181,HiGALFil339.9484-0.0893,1.7900000e+25,5.3863000e+21,19.2930,1.49254,1.51950,Herschel,SPIRE
1004188,HiGALFil333.7911-0.1238,8.8909000e+24,1.2890000e+21,19.6640,1.92308,1.21220,Herschel,SPIRE
1004189,HiGALFil333.6349-0.1112,1.4750000e+25,6.4112000e+21,18.7390,2.70270,1.72840,Herschel,SPIRE
1004190,HiGALFil333.3557-0.1224,9.5538000e+24,2.1099000e+21,19.8660,1.96078,1.24270,Herschel,SPIRE
1004193,HiGALFil331.3713-0.1170,1.8348000e+25,4.5979000e+21,18.5070,1.58730,1.33860,Herschel,SPIRE
1004199,HiGALFil342.0749-0.0999,1.1659000e+25,1.5505000e+21,18.1040,2.63158,1.16410,Herschel,SPIRE
1004200,HiGALFil341.4448-0.1194,8.6959000e+24,7.1334000e+20,18.8810,1.66667,1.13500,Herschel,SPIRE
1004205,HiGALFil337.8650-0.1157,8.9991000e+24,1.5922000e+21,20.1660,2.04082,1.19580,Herschel,SPIRE
1004207,HiGALFil336.7028-0.1030,1.4279000e+25,2.3847000e+21,20.0460,1.56250,1.21530,Herschel,SPIRE
1004209,HiGALFil336.1525-0.1240,5.4820000e+24,1.1984000e+21,18.8810,2.22222,1.15770,Herschel,SPIRE
1004214,HiGALFil332.0953-0.1158,8.0342000e+24,2.5669000e+21,18.4430,1.69492,1.24390,Herschel,SPIRE
1004225,HiGALFil335.8009-0.1235,7.0676000e+24,7.6548000e+20,19.2880,2.56410,1.09550,Herschel,SPIRE
1004249,HiGALFil337.2730-0.1069,1.6737000e+25,7.1843000e+21,19.8690,1.33333,1.60860,Herschel,SPIRE
1004255,HiGALFil334.2865-0.1089,2.2007000e+25,2.5437000e+21,18.6860,4.54545,1.26260,Herschel,SPIRE
1004278,HiGALFil333.2054-0.0774,4.4854000e+25,8.3678000e+21,20.1500,1.58730,1.72620,Herschel,SPIRE
1004279,HiGALFil332.1374-0.1051,1.0641000e+25,3.1431000e+21,18.0930,1.96078,1.36150,Herschel,SPIRE
1004290,HiGALFil340.8787-0.0985,1.1270000e+25,2.2035000e+21,18.6290,2.08333,1.26230,Herschel,SPIRE
1004298,HiGALFil334.1883-0.0683,1.9089000e+25,3.0458000e+21,18.7970,1.85185,1.28950,Herschel,SPIRE
1004299,HiGALFil333.5762+0.0311,7.5719000e+25,6.9509000e+21,19.3880,1.40845,1.65550,Herschel,SPIRE
1004313,HiGALFil336.6383-0.1033,4.4309000e+24,1.0464000e+21,20.1920,1.85185,1.10470,Herschel,SPIRE
1004333,HiGALFil333.0851-0.1004,9.1249000e+24,1.8537000e+21,19.8510,2.63158,1.11670,Herschel,SPIRE
1004335,HiGALFil331.6222-0.1095,9.3311000e+24,4.4353000e+21,20.0000,2.50000,1.39280,Herschel,SPIRE
1004343,HiGALFil338.9412-0.0562,1.8449000e+25,3.5164000e+21,20.9970,1.28205,1.40860,Herschel,SPIRE
1004344,HiGALFil338.6790-0.0841,6.3682000e+24,1.4102000e+21,20.0680,1.66667,1.16790,Herschel,SPIRE
1004345,HiGALFil337.9814-0.0920,1.3278000e+25,3.9235000e+21,20.4720,1.42857,1.27720,Herschel,SPIRE
1004355,HiGALFil338.3696-0.0873,6.2261000e+24,1.8163000e+21,20.9120,2.00000,1.23550,Herschel,SPIRE
1004369,HiGALFil341.7090-0.0908,5.5568000e+24,1.1388000e+21,18.6250,1.56250,1.14160,Herschel,SPIRE
1004392,HiGALFil338.4553-0.0850,5.1670000e+24,1.7024000e+21,20.2110,1.56250,1.27740,Herschel,SPIRE
1004393,HiGALFil337.6920-0.0509,2.8342000e+25,4.8916000e+21,19.8050,1.25000,1.53850,Herschel,SPIRE
1004400,HiGALFil331.2072-0.0487,1.3448000e+25,1.8029000e+21,18.8230,2.32558,1.19690,Herschel,SPIRE
1004407,HiGALFil340.5074-0.0828,6.7781000e+24,1.7344000e+21,19.0960,1.92308,1.26500,Herschel,SPIRE
1004409,HiGALFil339.8399-0.0779,4.4151000e+24,1.1956000e+21,18.0700,1.85185,1.16660,Herschel,SPIRE
1004413,HiGALFil337.1649-0.0428,5.3226000e+25,1.0706000e+22,20.3690,1.88679,1.74760,Herschel,SPIRE
1004414,HiGALFil336.1206-0.0598,1.5033000e+25,3.0799000e+21,20.0170,1.75439,1.42130,Herschel,SPIRE
1004431,HiGALFil335.9049-0.0658,8.3922000e+24,1.7538000e+21,19.6740,1.96078,1.24680,Herschel,SPIRE
1004432,HiGALFil335.4613-0.0742,8.6046000e+24,1.4481000e+21,19.4270,1.56250,1.25670,Herschel,SPIRE
1004441,HiGALFil338.9945-0.0824,5.3397000e+24,1.0237000e+21,20.1470,1.69492,1.16110,Herschel,SPIRE
1004444,HiGALFil334.0288-0.0548,1.3753000e+25,3.5223000e+21,18.9220,1.96078,1.45270,Herschel,SPIRE
1004455,HiGALFil339.7895-0.0823,3.6388000e+24,8.3572000e+20,18.5720,2.22222,1.06660,Herschel,SPIRE
1004460,HiGALFil337.7896-0.0791,1.5912000e+25,4.1050000e+21,19.3690,2.12766,1.28840,Herschel,SPIRE
1004473,HiGALFil340.2364-0.0471,4.8016000e+25,8.7962000e+21,19.1490,1.40845,1.76100,Herschel,SPIRE
1004494,HiGALFil335.9548-0.0674,6.0925000e+24,1.5739000e+21,19.4250,1.78571,1.22590,Herschel,SPIRE
1004511,HiGALFil337.4523-0.0686,4.7812000e+24,9.9561000e+20,19.5720,1.47059,1.11250,Herschel,SPIRE
1004543,HiGALFil339.2282-0.0161,2.6551000e+25,3.3786000e+21,18.7790,1.38889,1.32110,Herschel,SPIRE
1004547,HiGALFil335.8193-0.0585,7.1259000e+24,1.4519000e+21,19.8130,1.44928,1.24300,Herschel,SPIRE
1004568,HiGALFil338.1370-0.0500,1.1062000e+25,4.7862000e+21,19.8160,2.50000,1.23940,Herschel,SPIRE
1004573,HiGALFil335.0926-0.0445,7.7664000e+24,1.7063000e+21,19.1860,1.63934,1.20750,Herschel,SPIRE
1004602,HiGALFil336.9950-0.0271,1.8627000e+25,1.0523000e+21,20.8050,1.05263,1.65520,Herschel,SPIRE
1004610,HiGALFil332.9742-0.0334,1.7305000e+25,3.7792000e+21,18.4330,1.49254,1.40690,Herschel,SPIRE
1004625,HiGALFil335.5907-0.0284,7.8166000e+24,2.6381000e+21,18.7760,1.88679,1.34340,Herschel,SPIRE
1004657,HiGALFil329.0181-0.0264,7.4072000e+24,8.4884000e+20,18.8820,1.51515,1.11000,Herschel,SPIRE
1004668,HiGALFil332.7340-0.0113,4.2463000e+25,6.1914000e+21,18.4020,2.56410,1.50020,Herschel,SPIRE
1004677,HiGALFil341.2466-0.0422,5.7742000e+24,9.3199000e+20,19.4300,1.66667,1.10460,Herschel,SPIRE
1004679,HiGALFil340.0878-0.0275,1.1234000e+25,2.0786000e+21,19.9250,2.43902,1.22270,Herschel,SPIRE
1004680,HiGALFil338.0642+0.0091,7.2842000e+25,1.0176000e+22,20.1930,1.23457,1.72960,Herschel,SPIRE
1004683,HiGALFil336.3653+0.0014,2.5083000e+25,6.8119000e+21,19.0930,1.19048,2.19830,Herschel,SPIRE
1004696,HiGALFil331.2197+0.0034,1.0244000e+25,1.3604000e+21,18.8810,2.22222,1.14870,Herschel,SPIRE
1004702,HiGALFil340.4297-0.0300,1.1546000e+25,2.8290000e+21,18.9740,1.81818,1.26500,Herschel,SPIRE
1004706,HiGALFil336.8571+0.0150,5.7773000e+25,1.0341000e+22,22.7250,2.12766,1.85300,Herschel,SPIRE
1004738,HiGALFil340.9591-0.0199,1.2763000e+25,1.4908000e+21,18.9570,1.96078,1.20540,Herschel,SPIRE
1004769,HiGALFil334.6769+0.0232,2.8415000e+25,4.0609000e+21,18.7680,2.04082,1.45670,Herschel,SPIRE
1004779,HiGALFil341.9389-0.0254,5.3422000e+24,1.0506000e+21,18.5450,1.53846,1.14540,Herschel,SPIRE
1004785,HiGALFil338.8608+0.0492,1.4222000e+25,1.3872000e+21,19.1110,2.77778,1.15870,Herschel,SPIRE
1004796,HiGALFil333.0853+0.0208,4.0266000e+25,4.1064000e+21,19.9900,1.85185,1.38700,Herschel,SPIRE
1004800,HiGALFil330.6562-0.0124,4.1522000e+24,6.6672000e+20,19.1510,2.12766,1.09950,Herschel,SPIRE
1004801,HiGALFil330.2871-0.0042,8.7150000e+24,2.0704000e+21,18.7510,1.63934,1.28030,Herschel,SPIRE
1004806,HiGALFil339.8011-0.0175,5.6940000e+24,1.1345000e+21,18.2520,1.96078,1.17460,Herschel,SPIRE
1004809,HiGALFil338.5846+0.0494,4.8464000e+25,8.7145000e+21,19.0690,1.75439,1.98870,Herschel,SPIRE
1004818,HiGALFil338.4400+0.0240,6.0365000e+25,1.6172000e+22,21.9280,1.33333,2.27560,Herschel,SPIRE
1004831,HiGALFil331.3850-0.0068,1.2131000e+25,2.9281000e+21,22.0420,1.96078,1.32390,Herschel,SPIRE
1004833,HiGALFil330.2280-0.0159,5.2227000e+24,6.8803000e+20,18.4040,2.12766,1.15100,Herschel,SPIRE
1004837,HiGALFil341.2529+0.0093,9.4560000e+24,9.6299000e+20,19.2040,3.33333,1.07300,Herschel,SPIRE
1004850,HiGALFil336.2558-0.0101,5.3184000e+24,1.6412000e+21,18.8840,2.22222,1.26290,Herschel,SPIRE
1004855,HiGALFil334.4922+0.0165,1.2409000e+25,1.2722000e+21,18.3440,3.33333,1.14450,Herschel,SPIRE
1004874,HiGALFil335.7144+0.0382,1.1999000e+25,1.0852000e+21,19.1150,2.70270,1.14610,Herschel,SPIRE
1004878,HiGALFil334.5548+0.0024,6.4070000e+24,2.0301000e+21,18.5680,1.85185,1.33990,Herschel,SPIRE
1004888,HiGALFil341.7044+0.0512,3.6704000e+25,4.2067000e+21,18.6100,1.36986,1.36090,Herschel,SPIRE
1004898,HiGALFil334.0027+0.0418,4.0909000e+25,2.8847000e+21,18.8950,2.32558,1.28750,Herschel,SPIRE
1004915,HiGALFil336.1886+0.0072,8.0620000e+24,2.0742000e+21,19.0710,1.47059,1.27910,Herschel,SPIRE
1004924,HiGALFil337.8150+0.0083,7.9971000e+24,3.3913000e+21,20.4390,2.17391,1.27750,Herschel,SPIRE
1004928,HiGALFil335.5306+0.0037,6.0454000e+24,8.2246000e+20,19.8320,1.92308,1.14290,Herschel,SPIRE
1004943,HiGALFil339.7458+0.0577,1.7063000e+25,1.7630000e+21,19.0200,1.66667,1.22120,Herschel,SPIRE
1004946,HiGALFil337.3352+0.0143,2.7810000e+25,7.1160000e+21,19.0940,3.03030,1.52440,Herschel,SPIRE
1004954,HiGALFil332.1596+0.0951,4.3656000e+25,6.4878000e+21,17.6040,2.17391,1.57340,Herschel,SPIRE
1004964,HiGALFil337.1997+0.0128,1.3097000e+25,5.8816000e+21,19.8030,2.12766,1.59960,Herschel,SPIRE
1004970,HiGALFil332.8990+0.0095,1.4464000e+25,3.2954000e+21,18.6850,2.50000,1.30430,Herschel,SPIRE
1004977,HiGALFil341.8498+0.0140,5.3376000e+24,1.7982000e+21,18.8590,1.42857,1.20160,Herschel,SPIRE
1004978,HiGALFil341.0147+0.0142,7.9857000e+24,1.3181000e+21,19.1200,2.00000,1.20280,Herschel,SPIRE
1004991,HiGALFil331.7934+0.0180,7.9286000e+24,3.1496000e+21,18.7870,1.56250,1.36020,Herschel,SPIRE
1005005,HiGALFil331.9929+0.0174,7.1935000e+24,1.4075000e+21,18.9470,1.63934,1.08270,Herschel,SPIRE
1005017,HiGALFil339.0555+0.0209,7.1767000e+24,3.5513000e+21,18.6610,2.08333,1.35250,Herschel,SPIRE
1005034,HiGALFil341.9033+0.0415,8.3963000e+24,3.1252000e+21,18.0660,2.27273,1.46260,Herschel,SPIRE
1005039,HiGALFil340.6316+0.0517,1.9984000e+25,2.2757000e+21,18.6560,4.00000,1.24510,Herschel,SPIRE
1005044,HiGALFil337.7134+0.0596,3.8578000e+25,8.1623000e+21,20.3900,1.47059,1.75720,Herschel,SPIRE
1005047,HiGALFil336.0602+0.0402,1.4746000e+25,1.5245000e+21,20.3800,1.42857,1.21170,Herschel,SPIRE
1005052,HiGALFil342.1469+0.0302,8.4042000e+24,6.0055000e+20,19.6830,1.85185,1.23130,Herschel,SPIRE
1005076,HiGALFil342.0745+0.0821,2.9032000e+25,2.0301000e+21,18.9050,1.06383,1.20720,Herschel,SPIRE
1005080,HiGALFil337.5868+0.0403,8.6137000e+24,2.2376000e+21,20.1070,2.56410,1.29040,Herschel,SPIRE
1005082,HiGALFil336.2645+0.0328,6.6123000e+24,1.1346000e+21,19.2480,2.22222,1.16130,Herschel,SPIRE
1005087,HiGALFil333.2496+0.0456,1.6004000e+25,7.7995000e+21,20.9400,1.61290,1.69780,Herschel,SPIRE
1005088,HiGALFil332.6407+0.0307,1.1768000e+25,1.5379000e+21,18.1320,1.61290,1.19480,Herschel,SPIRE
