IDSTAR,NAMESTAR,GLON_ST,GLAT_ST,FLUX_ST,TYPE_ST
159350,HIGALPS036.1766+0.1075,36.175880,0.10806300,12.2699,PRESTELLAR
159356,HIGALPS036.1774+0.8812,36.177458,0.87972800,2.70135,PRESTELLAR
159362,HIGALPS036.1793-0.1127,36.179281,-0.11253800,6.89211,PRESTELLAR
159363,HIGALPS036.1805-0.0178,36.180188,-0.018232000,2.30650,PRESTELLAR
159366,HIGALPS036.1816-1.1471,36.180420,-1.1480280,5.77741,PRESTELLAR
159368,HIGALPS036.1813-0.1437,36.180716,-0.14413300,5.97388,PROTOSTELLAR
159374,HIGALPS036.1812-0.7593,36.181370,-0.76009500,2.47907,PRESTELLAR
159375,HIGALPS036.1820-0.4647,36.181976,-0.46461500,2.49026,PRESTELLAR
159376,HIGALPS036.1824-0.3860,36.182166,-0.38540700,3.18941,UNBOUND
159384,HIGALPS036.1856-0.7791,36.185500,-0.77899900,2.19387,PRESTELLAR
159385,HIGALPS036.1845-1.0205,36.185622,-1.0204700,4.76119,PRESTELLAR
159386,HIGALPS036.1846-0.7283,36.185638,-0.72936100,3.60038,PRESTELLAR
159388,HIGALPS036.1863+0.3641,36.186015,0.36388000,9.35225,PRESTELLAR
159392,HIGALPS036.1859-0.0857,36.186502,-0.086737000,5.86495,PRESTELLAR
159393,HIGALPS036.1866-0.9262,36.186557,-0.92611000,3.47311,PRESTELLAR
159397,HIGALPS036.1873+0.5120,36.187244,0.51209400,6.45421,PROTOSTELLAR
159400,HIGALPS036.1877+1.0943,36.187627,1.0944260,2.10501,UNBOUND
159411,HIGALPS036.1906-0.7367,36.191420,-0.73775700,7.13564,PRESTELLAR
159413,HIGALPS036.1921+0.4506,36.192002,0.45075300,2.86257,PRESTELLAR
159423,HIGALPS036.1951-0.7045,36.195095,-0.70442000,5.26832,PRESTELLAR
159435,HIGALPS036.1988+0.0710,36.199073,0.070496000,6.67734,PRESTELLAR
159437,HIGALPS036.2001+0.7359,36.200033,0.73602700,6.71402,PRESTELLAR
159445,HIGALPS036.2040-0.8801,36.203923,-0.87995800,3.27193,PRESTELLAR
159446,HIGALPS036.2046-0.0869,36.204591,-0.086816000,6.37091,UNBOUND
159447,HIGALPS036.2054-0.3318,36.205642,-0.33195100,3.03693,PRESTELLAR
159448,HIGALPS036.2065-0.0059,36.205986,-0.0045440000,3.44664,UNBOUND
159453,HIGALPS036.2073-0.5029,36.207330,-0.50329400,0.758577,UNBOUND
159458,HIGALPS036.2099-0.7534,36.209871,-0.75328900,6.89920,PRESTELLAR
159461,HIGALPS036.2119-0.1154,36.210580,-0.11527600,4.45541,PRESTELLAR
159468,HIGALPS036.2110+0.1913,36.212295,0.19034100,3.77244,UNBOUND
159476,HIGALPS036.2153-0.7639,36.215291,-0.76374700,13.5402,PRESTELLAR
159483,HIGALPS036.2168-0.9491,36.216780,-0.94896000,2.62304,PRESTELLAR
159485,HIGALPS036.2169+0.1778,36.216971,0.17736300,1.38144,PRESTELLAR
159495,HIGALPS036.2206+0.6076,36.219941,0.60767500,8.40317,PRESTELLAR
159504,HIGALPS036.2216+0.0725,36.221756,0.073009000,18.0085,PROTOSTELLAR
159511,HIGALPS036.2228+0.4307,36.223472,0.43222600,2.54527,UNBOUND
159518,HIGALPS036.2253-0.1559,36.225201,-0.15580900,10.5919,PRESTELLAR
159528,HIGALPS036.2273+0.7780,36.227121,0.77722100,2.09142,PRESTELLAR
159530,HIGALPS036.2273-0.0097,36.227539,-0.0095580000,3.21741,UNBOUND
159537,HIGALPS036.2288+0.3224,36.228763,0.32249800,2.63096,PRESTELLAR
159538,HIGALPS036.2291-0.9186,36.229024,-0.91851500,6.21794,UNBOUND
159542,HIGALPS036.2300+0.4012,36.229964,0.40131900,3.26786,PRESTELLAR
159563,HIGALPS036.2353+0.6017,36.236057,0.60145100,1.33292,UNBOUND
159568,HIGALPS036.2370+0.1846,36.236958,0.18468700,7.37384,PRESTELLAR
159575,HIGALPS036.2384-0.1787,36.238299,-0.17857800,6.02451,PRESTELLAR
159580,HIGALPS036.2385+0.1547,36.238948,0.15514600,6.35207,PRESTELLAR
159583,HIGALPS036.2424-0.5348,36.241870,-0.53504100,2.17730,PRESTELLAR
159598,HIGALPS036.2464+0.4208,36.247639,0.42162600,4.42163,PRESTELLAR
159623,HIGALPS036.2544+0.7803,36.253763,0.77940600,1.75060,UNBOUND
159632,HIGALPS036.2553+0.8229,36.255213,0.82305500,2.07525,PRESTELLAR
159637,HIGALPS036.2565-0.7782,36.256636,-0.77868900,6.08205,PRESTELLAR
159639,HIGALPS036.2580+0.7525,36.257129,0.75245900,1.69289,PROTOSTELLAR
159640,HIGALPS036.2576-0.2111,36.257137,-0.20976100,6.27606,PRESTELLAR
159641,HIGALPS036.2578-0.0877,36.257220,-0.086486000,2.82405,PRESTELLAR
159646,HIGALPS036.2589+1.0419,36.258877,1.0420480,5.12114,PRESTELLAR
159647,HIGALPS036.2589-0.5277,36.258928,-0.52730000,4.49617,UNBOUND
159654,HIGALPS036.2606+0.5299,36.260758,0.52861800,9.10545,PRESTELLAR
159656,HIGALPS036.2615-0.2442,36.261346,-0.24471700,3.77580,PRESTELLAR
159660,HIGALPS036.2622-0.1902,36.262033,-0.18894800,8.34970,PRESTELLAR
159667,HIGALPS036.2633-0.7840,36.263926,-0.78491700,3.81383,PRESTELLAR
159672,HIGALPS036.2652-0.0760,36.264662,-0.075235000,8.71100,PRESTELLAR
159685,HIGALPS036.2688+0.5511,36.267947,0.55062500,4.10683,PRESTELLAR
159686,HIGALPS036.2680+0.9449,36.267955,0.94500900,4.67016,PRESTELLAR
159699,HIGALPS036.2743+0.4582,36.274327,0.45763900,4.73200,PRESTELLAR
159704,HIGALPS036.2760+0.3838,36.275181,0.38324500,2.46486,UNBOUND
159710,HIGALPS036.2763+0.3314,36.276208,0.33051400,8.25599,PRESTELLAR
159717,HIGALPS036.2772+0.3503,36.277264,0.35050300,3.48928,PRESTELLAR
159722,HIGALPS036.2794-0.4712,36.279022,-0.47084800,1.74201,PROTOSTELLAR
159740,HIGALPS036.2849+0.4883,36.285114,0.48929100,1.79430,PRESTELLAR
159745,HIGALPS036.2866-0.5606,36.286511,-0.56050900,3.91146,PRESTELLAR
159746,HIGALPS036.2875-0.1925,36.286840,-0.19165900,4.26289,UNBOUND
159750,HIGALPS036.2891-0.7901,36.289148,-0.78988000,3.86714,PRESTELLAR
159755,HIGALPS036.2888+0.4630,36.289958,0.46266900,6.95372,PRESTELLAR
159765,HIGALPS036.2917+0.1609,36.291675,0.16106400,3.10462,PRESTELLAR
159774,HIGALPS036.2938+0.4802,36.293782,0.48030400,6.03662,PRESTELLAR
159777,HIGALPS036.2947-0.2167,36.294326,-0.21636500,4.39061,PRESTELLAR
159787,HIGALPS036.2956+0.3275,36.295588,0.32758200,8.04298,PRESTELLAR
159790,HIGALPS036.2967+0.3152,36.296731,0.31544300,2.67626,PROTOSTELLAR
159802,HIGALPS036.3004-0.2012,36.299774,-0.20000700,7.24090,PRESTELLAR
159811,HIGALPS036.3021+0.4729,36.301998,0.47217400,3.73404,PRESTELLAR
159815,HIGALPS036.3036-0.0387,36.303566,-0.038619000,4.33555,PRESTELLAR
159824,HIGALPS036.3046+0.5914,36.305544,0.59107900,4.07952,PRESTELLAR
159826,HIGALPS036.3064-0.3060,36.305928,-0.30514300,4.87848,PRESTELLAR
159831,HIGALPS036.3071+0.1868,36.307075,0.18695600,3.57649,PRESTELLAR
159840,HIGALPS036.3079-0.1443,36.308524,-0.14341200,13.2553,PRESTELLAR
159841,HIGALPS036.3087-0.7774,36.308678,-0.77732700,2.31254,PRESTELLAR
159846,HIGALPS036.3095-0.7540,36.309526,-0.75430500,2.26642,PRESTELLAR
159847,HIGALPS036.3107+0.6601,36.309667,0.65995400,5.74972,PROTOSTELLAR
159853,HIGALPS036.3109+0.9423,36.310842,0.94245500,4.43838,PRESTELLAR
159859,HIGALPS036.3134+0.7350,36.312067,0.73571500,7.00873,PROTOSTELLAR
159865,HIGALPS036.3136-0.2891,36.313543,-0.28886000,6.61374,PRESTELLAR
159869,HIGALPS036.3152+0.7599,36.314558,0.76078400,1.73091,UNBOUND
159884,HIGALPS036.3158+0.3005,36.316328,0.30062700,7.39305,PRESTELLAR
159889,HIGALPS036.3175+0.6780,36.317422,0.67783900,4.14279,PRESTELLAR
159892,HIGALPS036.3175+0.5703,36.317941,0.57111400,5.17933,PRESTELLAR
159898,HIGALPS036.3204-0.9415,36.319545,-0.94109000,1.44752,PRESTELLAR
159919,HIGALPS036.3248+0.0485,36.324771,0.048659000,4.59716,UNBOUND
159922,HIGALPS036.3253-0.5403,36.325289,-0.54019300,3.09922,PRESTELLAR
159927,HIGALPS036.3258+0.9868,36.326140,0.98567300,4.01050,PROTOSTELLAR
159954,HIGALPS036.3334-1.3036,36.333374,-1.3034300,2.34682,PRESTELLAR
159955,HIGALPS036.3340+0.3401,36.333467,0.34015300,5.03079,PRESTELLAR
159957,HIGALPS036.3354+0.4741,36.334565,0.47408400,5.36953,PRESTELLAR
159962,HIGALPS036.3341-0.7714,36.335411,-0.77115700,4.95131,PRESTELLAR
159968,HIGALPS036.3361+0.5948,36.336695,0.59457200,7.81943,PRESTELLAR
159970,HIGALPS036.3369-0.6620,36.336847,-0.66187200,4.88039,PRESTELLAR
159971,HIGALPS036.3369+0.6266,36.336884,0.62675300,2.29633,PRESTELLAR
159974,HIGALPS036.3372+0.1740,36.337165,0.17409000,6.42096,PRESTELLAR
159983,HIGALPS036.3400-1.1374,36.339898,-1.1373910,5.64117,UNBOUND
159996,HIGALPS036.3440+0.8938,36.343937,0.89394200,2.99970,UNBOUND
160009,HIGALPS036.3468-0.0851,36.346754,-0.084934000,5.32093,PRESTELLAR
160012,HIGALPS036.3480+0.6693,36.347926,0.66937600,5.82210,PRESTELLAR
160014,HIGALPS036.3494+0.3698,36.348117,0.36931200,4.32031,UNBOUND
160019,HIGALPS036.3488-1.2359,36.348710,-1.2358150,2.24504,PRESTELLAR
160021,HIGALPS036.3495-0.2234,36.349068,-0.22308200,4.37211,PRESTELLAR
160028,HIGALPS036.3522-0.1011,36.351810,-0.10178100,10.3778,PRESTELLAR
160052,HIGALPS036.3577-0.1339,36.356774,-0.13426800,4.81731,PRESTELLAR
160053,HIGALPS036.3577-0.7003,36.357032,-0.69986900,11.7395,PROTOSTELLAR
160055,HIGALPS036.3582+0.1813,36.358357,0.18049600,8.90109,PRESTELLAR
160057,HIGALPS036.3589+0.1240,36.358783,0.12267000,3.61139,PRESTELLAR
160063,HIGALPS036.3610+0.9020,36.360530,0.90269800,5.37400,PRESTELLAR
160069,HIGALPS036.3614-0.2406,36.361664,-0.24013400,6.01314,PRESTELLAR
160072,HIGALPS036.3643+0.4427,36.362928,0.44230000,5.54022,PRESTELLAR
160082,HIGALPS036.3659-0.7425,36.365859,-0.74237900,7.07089,PRESTELLAR
160103,HIGALPS036.3712-0.0056,36.371207,-0.0043940000,7.20140,UNBOUND
160105,HIGALPS036.3715+0.1370,36.371494,0.13661000,5.35681,PRESTELLAR
160107,HIGALPS036.3715+0.0441,36.371655,0.043224000,7.63217,PRESTELLAR
160118,HIGALPS036.3747+1.0323,36.374124,1.0327830,1.55571,UNBOUND
160122,HIGALPS036.3757+1.0417,36.375373,1.0415300,3.93999,PRESTELLAR
160129,HIGALPS036.3770-0.1852,36.376824,-0.18560300,4.18823,PRESTELLAR
160132,HIGALPS036.3772-0.7600,36.377138,-0.75988700,4.58761,PRESTELLAR
160133,HIGALPS036.3775+0.8131,36.377400,0.81321500,4.30246,PRESTELLAR
160134,HIGALPS036.3775-1.1612,36.377452,-1.1610500,4.72990,UNBOUND
160136,HIGALPS036.3763+0.6401,36.377752,0.63966800,29.3016,PROTOSTELLAR
160143,HIGALPS036.3792-0.5265,36.379195,-0.52635500,2.75322,UNBOUND
160148,HIGALPS036.3808+0.5336,36.380120,0.53338700,4.96303,PRESTELLAR
160165,HIGALPS036.3835-0.1362,36.383759,-0.13575900,6.32232,PRESTELLAR
160167,HIGALPS036.3838+1.0827,36.383893,1.0814390,3.44620,PRESTELLAR
160169,HIGALPS036.3849+0.0086,36.384098,0.0088000000,4.96149,PRESTELLAR
160170,HIGALPS036.3844+0.3225,36.384367,0.32264400,8.28773,PRESTELLAR
160173,HIGALPS036.3857+0.7871,36.385077,0.78661800,75.7096,PROTOSTELLAR
160183,HIGALPS036.3877-0.0454,36.387669,-0.045275000,7.14263,PRESTELLAR
160204,HIGALPS036.3906+0.0320,36.390536,0.032128000,5.49185,PRESTELLAR
160205,HIGALPS036.3906-1.0676,36.390560,-1.0674480,3.56071,UNBOUND
160207,HIGALPS036.3912+0.1591,36.391261,0.15933400,6.58657,PRESTELLAR
160211,HIGALPS036.3924+0.5650,36.391858,0.56423200,6.84669,PRESTELLAR
160219,HIGALPS036.3944-0.3415,36.394309,-0.34143100,4.71696,UNBOUND
160220,HIGALPS036.3939+0.0408,36.394455,0.039269000,25.7313,PROTOSTELLAR
160222,HIGALPS036.3947+0.8647,36.395155,0.86369600,7.03361,PRESTELLAR
160234,HIGALPS036.3973-1.1889,36.397267,-1.1887650,2.23481,UNBOUND
160246,HIGALPS036.4005+0.6361,36.400493,0.63616800,9.52452,PRESTELLAR
160251,HIGALPS036.4012+0.6530,36.401173,0.65282700,4.56780,PRESTELLAR
160254,HIGALPS036.4014+0.1632,36.401435,0.16327500,8.37175,PRESTELLAR
160255,HIGALPS036.3999-0.2518,36.401541,-0.25206700,6.29119,PRESTELLAR
160260,HIGALPS036.4023-0.5703,36.401902,-0.56946300,1.81503,PRESTELLAR
160263,HIGALPS036.4024+0.5952,36.403265,0.59605000,4.62638,UNBOUND
160270,HIGALPS036.4049+0.0957,36.404321,0.095018000,5.71407,UNBOUND
160280,HIGALPS036.4063+0.0224,36.406354,0.022513000,287.507,PROTOSTELLAR
160302,HIGALPS036.4105+0.8472,36.410408,0.84733000,7.50882,UNBOUND
160303,HIGALPS036.4109+0.9491,36.410871,0.94919500,1.58203,PRESTELLAR
160306,HIGALPS036.4120+0.1195,36.412088,0.11949600,18.8741,PROTOSTELLAR
160308,HIGALPS036.4128-0.3669,36.412722,-0.36681200,3.22017,PRESTELLAR
160312,HIGALPS036.4133-1.1858,36.413238,-1.1856290,1.57010,UNBOUND
160315,HIGALPS036.4133-0.1648,36.413433,-0.16560500,18.3643,PRESTELLAR
160321,HIGALPS036.4152+0.3566,36.414651,0.35671300,2.67341,PRESTELLAR
160324,HIGALPS036.4152-0.7785,36.415196,-0.77748800,3.37964,PRESTELLAR
160326,HIGALPS036.4156+0.3088,36.415567,0.30896800,8.44147,PRESTELLAR
160328,HIGALPS036.4160-0.0698,36.415903,-0.070225000,10.0095,PRESTELLAR
160334,HIGALPS036.4172-1.3148,36.417183,-1.3147230,4.90810,PRESTELLAR
160335,HIGALPS036.4180+0.6551,36.417203,0.65638800,7.29613,PROTOSTELLAR
160341,HIGALPS036.4189-1.2954,36.418883,-1.2952760,3.70638,UNBOUND
160345,HIGALPS036.4184-0.1842,36.419126,-0.18403200,18.5496,PRESTELLAR
160349,HIGALPS036.4209-1.0543,36.420801,-1.0542110,3.67077,PRESTELLAR
160353,HIGALPS036.4220-0.3735,36.422075,-0.37228100,4.05514,PRESTELLAR
160357,HIGALPS036.4236+0.1624,36.423504,0.16338800,4.09821,PRESTELLAR
160365,HIGALPS036.4243+0.3516,36.425252,0.35117700,4.01941,PRESTELLAR
160368,HIGALPS036.4260+0.7635,36.425559,0.76309000,21.6064,PROTOSTELLAR
160369,HIGALPS036.4256-0.2301,36.425589,-0.22999500,10.8834,PRESTELLAR
160376,HIGALPS036.4278+0.5867,36.426911,0.58532000,4.88220,PRESTELLAR
160377,HIGALPS036.4273+0.3690,36.426945,0.36986300,4.09032,PRESTELLAR
160387,HIGALPS036.4296+0.2955,36.428787,0.29579800,5.01174,PRESTELLAR
160390,HIGALPS036.4291-0.3963,36.429023,-0.39614100,8.99505,PRESTELLAR
160394,HIGALPS036.4296+0.6412,36.429577,0.64130500,9.72247,PRESTELLAR
160397,HIGALPS036.4300-0.3401,36.430378,-0.33962200,6.14900,PRESTELLAR
160401,HIGALPS036.4326+0.2218,36.431939,0.22236700,2.07639,UNBOUND
160427,HIGALPS036.4380-0.1507,36.438382,-0.15088500,28.6839,PROTOSTELLAR
160431,HIGALPS036.4412-0.7781,36.440123,-0.77914000,7.12087,PRESTELLAR
160436,HIGALPS036.4414-0.2840,36.441366,-0.28390700,3.75884,PRESTELLAR
160442,HIGALPS036.4434+0.8225,36.443373,0.82260900,2.92966,UNBOUND
160451,HIGALPS036.4453-0.2613,36.445928,-0.26085100,5.13206,PRESTELLAR
160453,HIGALPS036.4463+0.2459,36.446234,0.24605100,6.26143,PRESTELLAR
160459,HIGALPS036.4471-0.3864,36.447089,-0.38624300,4.05684,PRESTELLAR
160461,HIGALPS036.4480-1.3536,36.447971,-1.3535110,2.63708,PRESTELLAR
160470,HIGALPS036.4494-0.7626,36.449113,-0.76135600,4.32679,PRESTELLAR
160474,HIGALPS036.4504-0.7503,36.449959,-0.74866900,4.34914,PRESTELLAR
160490,HIGALPS036.4545-0.3670,36.453537,-0.36733600,2.81498,PRESTELLAR
160501,HIGALPS036.4571+0.8597,36.456819,0.86047400,4.94589,PROTOSTELLAR
160502,HIGALPS036.4569-0.7454,36.456864,-0.74525400,4.92958,PRESTELLAR
160505,HIGALPS036.4580+0.4779,36.457392,0.47797100,3.73326,PRESTELLAR
160509,HIGALPS036.4583-1.2141,36.458292,-1.2139760,1.98155,UNBOUND
160514,HIGALPS036.4607-1.1551,36.460602,-1.1550090,2.63795,UNBOUND
160518,HIGALPS036.4613-0.1373,36.461267,-0.13717100,6.13737,UNBOUND
160520,HIGALPS036.4616+0.3147,36.461820,0.31503200,3.38273,PRESTELLAR
160528,HIGALPS036.4629+1.0734,36.463725,1.0743090,2.40278,PRESTELLAR
160538,HIGALPS036.4658+0.7157,36.465771,0.71578200,4.27093,UNBOUND
160543,HIGALPS036.4678-0.1488,36.467552,-0.14914200,13.7183,PROTOSTELLAR
160545,HIGALPS036.4682+1.1622,36.468119,1.1622840,1.55499,PRESTELLAR
160563,HIGALPS036.4726+0.7588,36.472352,0.75863500,4.53586,PROTOSTELLAR
160565,HIGALPS036.4728+0.6224,36.472402,0.62196600,8.20580,PRESTELLAR
160568,HIGALPS036.4730+0.0338,36.472991,0.033888000,3.49225,PRESTELLAR
160573,HIGALPS036.4746+0.9455,36.474163,0.94517700,2.37181,PRESTELLAR
160580,HIGALPS036.4766-0.1607,36.475361,-0.15989300,10.6891,PRESTELLAR
160585,HIGALPS036.4768+0.0768,36.476729,0.076950000,5.24615,PRESTELLAR
160587,HIGALPS036.4770+0.3612,36.476919,0.36134100,3.33962,PRESTELLAR
160594,HIGALPS036.4790+0.0563,36.478911,0.056982000,11.2821,PRESTELLAR
160596,HIGALPS036.4792-0.2508,36.479113,-0.25065600,3.60630,PRESTELLAR
160597,HIGALPS036.4793-1.1934,36.479295,-1.1932850,2.78923,PRESTELLAR
160611,HIGALPS036.4811+0.4536,36.481631,0.45425300,2.62620,PROTOSTELLAR
160612,HIGALPS036.4810+0.2622,36.482204,0.26239500,6.46678,PROTOSTELLAR
160613,HIGALPS036.4820-0.2685,36.482612,-0.26837000,7.70067,PRESTELLAR
160615,HIGALPS036.4835+0.8319,36.483485,0.83203400,4.68673,PRESTELLAR
160616,HIGALPS036.4837-0.3320,36.483661,-0.33190000,4.29630,PRESTELLAR
160618,HIGALPS036.4843+0.6366,36.483854,0.63543000,5.03740,PRESTELLAR
160624,HIGALPS036.4848-0.2156,36.484928,-0.21486800,6.59618,PRESTELLAR
160627,HIGALPS036.4839+0.2343,36.485372,0.23486800,3.03468,PRESTELLAR
160630,HIGALPS036.4859-1.0334,36.485850,-1.0332720,4.55309,PRESTELLAR
160631,HIGALPS036.4858+1.0619,36.485980,1.0626850,1.60472,PRESTELLAR
160634,HIGALPS036.4869-0.6719,36.486847,-0.67089500,4.24169,PRESTELLAR
160640,HIGALPS036.4893-0.4073,36.488847,-0.40690500,0.874217,PRESTELLAR
160642,HIGALPS036.4888-0.1510,36.489107,-0.15060100,6.13702,PRESTELLAR
160648,HIGALPS036.4897+0.6533,36.490564,0.65358500,6.17636,PRESTELLAR
160658,HIGALPS036.4932-0.7685,36.493174,-0.76840000,3.70551,PRESTELLAR
160665,HIGALPS036.4944+0.1609,36.494323,0.16099000,1.96819,PRESTELLAR
160672,HIGALPS036.4957+0.4278,36.495178,0.42700500,3.16367,PRESTELLAR
160681,HIGALPS036.4968-0.0342,36.496869,-0.034338000,4.93116,PRESTELLAR
160682,HIGALPS036.4970-0.7040,36.496986,-0.70392200,5.24201,PRESTELLAR
160687,HIGALPS036.4993+0.7327,36.498446,0.73210100,8.38365,PROTOSTELLAR
160708,HIGALPS036.5049+0.3009,36.504815,0.30099200,8.71830,PRESTELLAR
160724,HIGALPS036.5098-0.7621,36.509166,-0.76201000,3.67531,PROTOSTELLAR
160728,HIGALPS036.5095+0.2192,36.510405,0.21861600,5.18465,PRESTELLAR
160732,HIGALPS036.5111-1.2029,36.511069,-1.2027790,3.55150,PRESTELLAR
160737,HIGALPS036.5113+0.4885,36.512873,0.48899800,2.55218,PRESTELLAR
160743,HIGALPS036.5134+0.9872,36.514109,0.98604300,15.2198,PROTOSTELLAR
160746,HIGALPS036.5139-0.2838,36.514722,-0.28254700,4.72986,PRESTELLAR
160752,HIGALPS036.5159+0.5492,36.515323,0.54950700,3.03855,PROTOSTELLAR
160761,HIGALPS036.5179+1.1023,36.517724,1.1016640,0.600142,UNBOUND
160765,HIGALPS036.5194-0.3979,36.518763,-0.39713700,3.72134,PRESTELLAR
160768,HIGALPS036.5193-1.2554,36.519224,-1.2553180,2.32216,PRESTELLAR
160769,HIGALPS036.5204+0.0147,36.519233,0.014786000,3.79770,PROTOSTELLAR
160771,HIGALPS036.5195-0.6759,36.519247,-0.67519600,5.51823,PROTOSTELLAR
160773,HIGALPS036.5205+0.4187,36.520059,0.41982900,8.03231,PRESTELLAR
160789,HIGALPS036.5276-0.1701,36.527367,-0.16952200,9.03627,PRESTELLAR
160795,HIGALPS036.5295-1.2659,36.529415,-1.2657700,7.43672,PRESTELLAR
160806,HIGALPS036.5324-0.9325,36.531886,-0.93200400,7.65156,PRESTELLAR
160818,HIGALPS036.5360-0.5454,36.535743,-0.54673500,8.28826,PRESTELLAR
160828,HIGALPS036.5383+0.3316,36.538838,0.33106800,14.7436,PROTOSTELLAR
160829,HIGALPS036.5392-1.2588,36.539115,-1.2587010,7.85732,PRESTELLAR
160830,HIGALPS036.5401+0.2010,36.539342,0.20089000,1.97778,PROTOSTELLAR
160852,HIGALPS036.5462-0.7539,36.546158,-0.75373900,3.11187,PRESTELLAR
160853,HIGALPS036.5465-0.2320,36.546450,-0.23192200,10.7907,PRESTELLAR
160854,HIGALPS036.5466+0.8376,36.546685,0.83798100,8.98719,PRESTELLAR
160858,HIGALPS036.5478+0.2071,36.547516,0.20716000,1.27661,PROTOSTELLAR
160862,HIGALPS036.5480-1.2552,36.547898,-1.2551250,4.73685,UNBOUND
160871,HIGALPS036.5505-0.1443,36.551422,-0.14426100,8.57720,PRESTELLAR
160873,HIGALPS036.5518+0.4548,36.551606,0.45440700,2.56460,PRESTELLAR
160882,HIGALPS036.5543-0.5444,36.553381,-0.54347500,7.78998,PROTOSTELLAR
160889,HIGALPS036.5557-0.2467,36.555341,-0.24658400,5.01673,PRESTELLAR
160894,HIGALPS036.5571+0.1070,36.556289,0.10796500,2.06138,PRESTELLAR
160908,HIGALPS036.5592-0.0675,36.559984,-0.066504000,2.46237,PRESTELLAR
160911,HIGALPS036.5606-0.7646,36.560538,-0.76443800,3.85181,PRESTELLAR
160913,HIGALPS036.5616-0.5320,36.560748,-0.53127900,7.08806,UNBOUND
160922,HIGALPS036.5636-0.5122,36.563540,-0.51221600,3.20084,PRESTELLAR
160923,HIGALPS036.5638-0.4599,36.563709,-0.45974200,3.71795,PRESTELLAR
160928,HIGALPS036.5651+0.0799,36.565024,0.080062000,4.29161,PRESTELLAR
160930,HIGALPS036.5650+0.5256,36.565581,0.52607600,2.96791,PRESTELLAR
160935,HIGALPS036.5663-0.6660,36.566551,-0.66564700,5.49847,PRESTELLAR
160941,HIGALPS036.5684+0.1128,36.568355,0.11424800,10.8212,PROTOSTELLAR
160944,HIGALPS036.5688-0.5058,36.568494,-0.50493300,12.1155,PRESTELLAR
160950,HIGALPS036.5704+0.8380,36.570341,0.83813600,5.35121,PRESTELLAR
160951,HIGALPS036.5713+0.0994,36.570386,0.10050000,5.64755,PRESTELLAR
160960,HIGALPS036.5722+0.0727,36.572392,0.071926000,5.99407,PRESTELLAR
160963,HIGALPS036.5737+0.4870,36.573155,0.48729900,3.14157,PRESTELLAR
160964,HIGALPS036.5746+0.3389,36.573437,0.33797900,4.72557,PRESTELLAR
160969,HIGALPS036.5734-0.6497,36.574396,-0.65044100,4.00737,PRESTELLAR
160970,HIGALPS036.5746+0.8854,36.574548,0.88549400,6.14330,PRESTELLAR
160973,HIGALPS036.5757-0.2715,36.575359,-0.27010200,7.07314,PRESTELLAR
160993,HIGALPS036.5803-0.2585,36.580193,-0.25861600,19.1085,PROTOSTELLAR
160997,HIGALPS036.5816-0.2887,36.581705,-0.28736200,8.48538,PRESTELLAR
160998,HIGALPS036.5841-0.0820,36.582978,-0.082880000,6.32948,PRESTELLAR
161003,HIGALPS036.5857+0.1608,36.585642,0.16093600,1.93840,PRESTELLAR
161021,HIGALPS036.5910-0.2825,36.591092,-0.28187800,7.19496,PRESTELLAR
161025,HIGALPS036.5916-0.6265,36.591799,-0.62605500,2.73141,UNBOUND
161029,HIGALPS036.5937+0.7016,36.593667,0.70173100,8.22932,PRESTELLAR
161038,HIGALPS036.5987+1.0192,36.598612,1.0193060,2.13054,PRESTELLAR
161040,HIGALPS036.5994-0.9894,36.599387,-0.98930000,3.11285,UNBOUND
161041,HIGALPS036.5984-0.0703,36.599577,-0.070417000,3.84353,PRESTELLAR
161045,HIGALPS036.6004+0.2182,36.600353,0.21831700,4.37617,PRESTELLAR
161050,HIGALPS036.6022-0.1097,36.602162,-0.10959600,2.17091,PRESTELLAR
161053,HIGALPS036.6032+0.8917,36.603409,0.89116200,3.32981,PRESTELLAR
161054,HIGALPS036.6042-0.5898,36.603495,-0.58927700,14.9497,PRESTELLAR
161059,HIGALPS036.6051-0.6247,36.606179,-0.62478300,1.78130,PRESTELLAR
161063,HIGALPS036.6073+0.9050,36.607241,0.90513400,2.27419,PRESTELLAR
161065,HIGALPS036.6078-0.6113,36.607807,-0.61108900,3.87370,PRESTELLAR
161070,HIGALPS036.6084+0.7718,36.608913,0.77111400,2.23834,PRESTELLAR
161074,HIGALPS036.6096-0.2879,36.609791,-0.28677500,6.23662,PRESTELLAR
161076,HIGALPS036.6109-0.7024,36.610353,-0.70317200,4.13744,UNBOUND
161084,HIGALPS036.6135+0.1003,36.613451,0.10039600,7.14313,PRESTELLAR
161087,HIGALPS036.6145+0.8071,36.614413,0.80723800,1.89156,PRESTELLAR
161090,HIGALPS036.6161-0.5733,36.616873,-0.57293500,4.15678,PRESTELLAR
161091,HIGALPS036.6185+0.0729,36.617650,0.073320000,4.93216,PRESTELLAR
161107,HIGALPS036.6232-0.0854,36.623179,-0.085267000,19.6919,UNBOUND
161108,HIGALPS036.6236-0.7265,36.623422,-0.72614400,1.61375,PRESTELLAR
161111,HIGALPS036.6253-0.0929,36.626420,-0.092661000,8.87283,PRESTELLAR
161113,HIGALPS036.6292-0.3586,36.627723,-0.35856800,7.40874,PROTOSTELLAR
