IDSTAR,NAMESTAR,GLON_ST,GLAT_ST,FLUX_ST,TYPE_ST
31535,HIGALPS006.6617+0.4344,6.6616070,0.43449500,6.27832,PRESTELLAR
31538,HIGALPS006.6624+0.5146,6.6620830,0.51410300,1.60125,PRESTELLAR
31544,HIGALPS006.6644-0.9412,6.6633610,-0.94132700,17.1476,PROTOSTELLAR
31550,HIGALPS006.6648+0.2379,6.6647620,0.23802500,6.68977,UNBOUND
31552,HIGALPS006.6645+1.0796,6.6647850,1.0803790,21.1721,PRESTELLAR
31560,HIGALPS006.6668-0.8740,6.6667650,-0.87388100,5.66367,PRESTELLAR
31578,HIGALPS006.6713+1.0168,6.6712520,1.0164930,3.30844,UNBOUND
31584,HIGALPS006.6704-0.0125,6.6715700,-0.011717000,4.43480,PRESTELLAR
31596,HIGALPS006.6737+0.7555,6.6737100,0.75597200,2.94855,PRESTELLAR
31602,HIGALPS006.6750-0.7666,6.6746220,-0.76655600,5.45685,PRESTELLAR
31613,HIGALPS006.6769+0.4003,6.6768880,0.40040100,12.6045,PRESTELLAR
31615,HIGALPS006.6771-1.0256,6.6771820,-1.0257760,8.38125,PRESTELLAR
31617,HIGALPS006.6769+0.2642,6.6773670,0.26431200,3.13857,UNBOUND
31622,HIGALPS006.6775+1.0980,6.6788220,1.0973200,7.69107,PRESTELLAR
31624,HIGALPS006.6795+0.1221,6.6791850,0.12071300,5.54210,PROTOSTELLAR
31625,HIGALPS006.6793-0.6913,6.6792210,-0.69121000,6.50638,PRESTELLAR
31629,HIGALPS006.6793-0.1877,6.6801700,-0.18861800,22.4344,PRESTELLAR
31637,HIGALPS006.6818-1.1486,6.6822450,-1.1482230,6.03005,PROTOSTELLAR
31645,HIGALPS006.6841-0.6454,6.6840200,-0.64527400,8.33234,UNBOUND
31649,HIGALPS006.6848-1.0813,6.6847030,-1.0812540,4.24124,PRESTELLAR
31651,HIGALPS006.6849-0.2971,6.6851220,-0.29714300,7.99352,PRESTELLAR
31656,HIGALPS006.6864+0.1027,6.6863380,0.10327500,7.51847,UNBOUND
31657,HIGALPS006.6859-0.0885,6.6864020,-0.089383000,19.6597,PRESTELLAR
31662,HIGALPS006.6883+0.1369,6.6875270,0.13822500,9.02770,PRESTELLAR
31664,HIGALPS006.6878+1.1130,6.6877340,1.1131140,7.83976,PRESTELLAR
31672,HIGALPS006.6884-0.9297,6.6886470,-0.92898000,17.4092,PRESTELLAR
31674,HIGALPS006.6900-0.7774,6.6895600,-0.77834400,8.26842,PRESTELLAR
31678,HIGALPS006.6906-0.8103,6.6905430,-0.81020600,9.04458,PRESTELLAR
31684,HIGALPS006.6916+1.0559,6.6919300,1.0555400,4.90912,PRESTELLAR
31685,HIGALPS006.6919-0.4617,6.6926180,-0.46082300,4.63100,PRESTELLAR
31695,HIGALPS006.6954-0.7315,6.6953290,-0.73138500,11.3130,PRESTELLAR
31697,HIGALPS006.6969-1.0108,6.6955020,-1.0115350,4.49702,UNBOUND
31699,HIGALPS006.6960-0.3321,6.6958070,-0.33185000,6.80890,PRESTELLAR
31702,HIGALPS006.6961+0.0848,6.6962650,0.084999000,13.8156,PRESTELLAR
31709,HIGALPS006.6972+0.7024,6.6978000,0.70279200,9.27780,PROTOSTELLAR
31711,HIGALPS006.6993-0.3238,6.6984250,-0.32327500,9.08312,PRESTELLAR
31713,HIGALPS006.6996+1.1246,6.6990970,1.1250810,7.47504,PRESTELLAR
31721,HIGALPS006.7021+0.3993,6.7004380,0.39951300,5.24628,PRESTELLAR
31723,HIGALPS006.7003-0.9045,6.7008530,-0.90371500,5.64110,UNBOUND
31732,HIGALPS006.7030-0.7750,6.7029640,-0.77490500,13.9244,UNBOUND
31738,HIGALPS006.7034-0.3854,6.7044850,-0.38552700,8.05338,PRESTELLAR
31739,HIGALPS006.7051+0.5758,6.7047050,0.57590600,5.16449,PRESTELLAR
31745,HIGALPS006.7058-0.2289,6.7055720,-0.22842500,9.99829,PROTOSTELLAR
31754,HIGALPS006.7070+0.7678,6.7069400,0.76788600,8.13372,PRESTELLAR
31762,HIGALPS006.7100-0.5951,6.7090260,-0.59445000,7.20939,UNBOUND
31763,HIGALPS006.7094+0.5673,6.7093340,0.56740800,5.94469,PROTOSTELLAR
31764,HIGALPS006.7095+0.8135,6.7093980,0.81362100,6.32837,PRESTELLAR
31765,HIGALPS006.7097+1.0449,6.7096900,1.0450020,5.19835,PRESTELLAR
31767,HIGALPS006.7099-0.3736,6.7098170,-0.37350300,6.25434,PRESTELLAR
31768,HIGALPS006.7102+0.4294,6.7099370,0.42946300,3.58384,PRESTELLAR
31769,HIGALPS006.7110-0.3366,6.7099870,-0.33624500,14.6366,PRESTELLAR
31771,HIGALPS006.7104+0.1091,6.7103100,0.10914800,0.830876,PRESTELLAR
31778,HIGALPS006.7126+0.0116,6.7125180,0.011726000,11.3041,UNBOUND
31789,HIGALPS006.7144+0.9440,6.7146530,0.94285000,8.85421,PROTOSTELLAR
31793,HIGALPS006.7141-0.0190,6.7150770,-0.018969000,10.6748,PRESTELLAR
31794,HIGALPS006.7157-1.0017,6.7153210,-1.0001070,7.28305,UNBOUND
31803,HIGALPS006.7192-0.0873,6.7193270,-0.086411000,9.18337,PRESTELLAR
31805,HIGALPS006.7196+0.6690,6.7194810,0.67027500,10.0209,UNBOUND
31813,HIGALPS006.7210+0.9266,6.7219380,0.92655500,1.99456,PRESTELLAR
31819,HIGALPS006.7233+1.1099,6.7226450,1.1095210,3.52674,PRESTELLAR
31820,HIGALPS006.7224+0.5990,6.7226820,0.59779000,8.99087,PRESTELLAR
31822,HIGALPS006.7236-0.9846,6.7229440,-0.98456200,6.07471,PRESTELLAR
31827,HIGALPS006.7236-0.8108,6.7238240,-0.81078800,8.44546,PRESTELLAR
31829,HIGALPS006.7250-1.2039,6.7245750,-1.2046800,1.41404,PRESTELLAR
31837,HIGALPS006.7267+0.1615,6.7261060,0.16140000,24.8473,PRESTELLAR
31843,HIGALPS006.7279+0.4630,6.7278100,0.46384300,3.93927,UNBOUND
31856,HIGALPS006.7306+0.1948,6.7305800,0.19488100,11.1905,PRESTELLAR
31858,HIGALPS006.7319-0.3009,6.7313080,-0.30166900,5.21633,PROTOSTELLAR
31869,HIGALPS006.7336-0.1152,6.7340440,-0.11578400,7.14365,PRESTELLAR
31871,HIGALPS006.7353-0.7901,6.7342580,-0.79114500,10.7393,PRESTELLAR
31874,HIGALPS006.7361-1.2166,6.7348500,-1.2165620,2.97103,UNBOUND
31875,HIGALPS006.7347+0.1092,6.7350220,0.10969800,9.35297,PRESTELLAR
31901,HIGALPS006.7422-0.3279,6.7422080,-0.32803500,13.4962,PRESTELLAR
31902,HIGALPS006.7420+1.1748,6.7428520,1.1755210,4.37535,UNBOUND
31910,HIGALPS006.7448-0.2194,6.7449130,-0.21807600,12.3486,PROTOSTELLAR
31911,HIGALPS006.7439-0.6836,6.7449880,-0.68337100,6.79642,PRESTELLAR
31924,HIGALPS006.7491+0.1125,6.7487450,0.11227900,10.4323,PRESTELLAR
31944,HIGALPS006.7529+0.6978,6.7534660,0.69719900,3.39274,PRESTELLAR
31965,HIGALPS006.7571+0.1935,6.7570400,0.19356200,8.83205,PRESTELLAR
31968,HIGALPS006.7583+1.0552,6.7581780,1.0559790,18.3447,PRESTELLAR
31970,HIGALPS006.7584-0.2816,6.7583450,-0.28148200,19.6393,UNBOUND
31973,HIGALPS006.7596-0.8323,6.7588180,-0.83107500,12.3696,PROTOSTELLAR
31976,HIGALPS006.7597+0.8017,6.7597000,0.80294200,5.08714,PRESTELLAR
31980,HIGALPS006.7635-0.9503,6.7633320,-0.95060500,18.7733,PRESTELLAR
31981,HIGALPS006.7639-0.3387,6.7638770,-0.33856700,15.9350,PRESTELLAR
31992,HIGALPS006.7665+1.0447,6.7666570,1.0441700,4.41543,PRESTELLAR
31997,HIGALPS006.7679+0.5607,6.7683220,0.56032600,8.18864,PRESTELLAR
32004,HIGALPS006.7700-0.3828,6.7698700,-0.38408000,10.7106,PRESTELLAR
32006,HIGALPS006.7695+0.1704,6.7706540,0.17115300,9.25742,PRESTELLAR
32009,HIGALPS006.7727-0.6966,6.7718580,-0.69704200,8.14278,PRESTELLAR
32013,HIGALPS006.7721-0.6510,6.7732710,-0.65165600,3.47914,PRESTELLAR
32021,HIGALPS006.7747-0.8506,6.7749830,-0.84937300,14.8922,PRESTELLAR
32022,HIGALPS006.7755+0.1986,6.7754310,0.19871400,10.8129,PRESTELLAR
32028,HIGALPS006.7783-0.0616,6.7771050,-0.061970000,6.88905,PROTOSTELLAR
32050,HIGALPS006.7820-0.6867,6.7824830,-0.68661500,7.83837,PRESTELLAR
32053,HIGALPS006.7834-0.5169,6.7834380,-0.51704700,8.07126,UNBOUND
32059,HIGALPS006.7851-0.9799,6.7850010,-0.97978700,3.51790,PRESTELLAR
32063,HIGALPS006.7861+0.2260,6.7856210,0.22500100,21.4325,PROTOSTELLAR
32069,HIGALPS006.7865-0.0173,6.7874210,-0.017692000,30.6619,PROTOSTELLAR
32074,HIGALPS006.7884+0.5148,6.7886580,0.51576500,10.6620,PRESTELLAR
32083,HIGALPS006.7904-0.0483,6.7903060,-0.048227000,15.9143,PRESTELLAR
32085,HIGALPS006.7906+0.4925,6.7905610,0.49395900,12.4297,PRESTELLAR
32089,HIGALPS006.7900+0.8904,6.7915270,0.89065100,9.47142,PRESTELLAR
32091,HIGALPS006.7905+0.0975,6.7917420,0.097453000,15.7858,PRESTELLAR
32106,HIGALPS006.7953-0.2567,6.7950520,-0.25712700,642.471,PROTOSTELLAR
32107,HIGALPS006.7943-0.6541,6.7955310,-0.65454000,13.4044,PRESTELLAR
32110,HIGALPS006.7967-1.1237,6.7959100,-1.1233700,4.76327,PROTOSTELLAR
32111,HIGALPS006.7960+0.3341,6.7962440,0.33406400,2.64925,PRESTELLAR
32113,HIGALPS006.7965-0.4262,6.7969930,-0.42585400,3.74061,PRESTELLAR
32116,HIGALPS006.7981+1.0272,6.7984520,1.0261910,14.6917,PRESTELLAR
32120,HIGALPS006.7995-0.1988,6.7994380,-0.19867200,11.3219,PRESTELLAR
32124,HIGALPS006.8002+1.0109,6.8004410,1.0106210,2.93715,PRESTELLAR
32128,HIGALPS006.8012+0.0805,6.8005540,0.080697000,4.66262,PRESTELLAR
32132,HIGALPS006.7994+0.4780,6.8007530,0.47780300,6.76618,PRESTELLAR
32136,HIGALPS006.8016-0.4067,6.8022300,-0.40591500,12.7267,UNBOUND
32142,HIGALPS006.8031+0.8255,6.8036660,0.82605800,5.52063,PROTOSTELLAR
32154,HIGALPS006.8051+0.6414,6.8049370,0.64177400,10.2036,PRESTELLAR
32156,HIGALPS006.8051-0.0733,6.8049930,-0.072537000,8.16115,PRESTELLAR
32169,HIGALPS006.8074-1.0957,6.8069540,-1.0959010,8.88222,PRESTELLAR
32171,HIGALPS006.8080+0.0118,6.8082360,0.012130000,8.94792,PRESTELLAR
32182,HIGALPS006.8095-1.1217,6.8098250,-1.1200940,1.37456,UNBOUND
32183,HIGALPS006.8091-1.0417,6.8099970,-1.0411120,3.69525,PROTOSTELLAR
32188,HIGALPS006.8114-0.3947,6.8110960,-0.39514100,13.8638,PROTOSTELLAR
32191,HIGALPS006.8117-0.8087,6.8116860,-0.80959400,13.7672,PROTOSTELLAR
32193,HIGALPS006.8115+1.0269,6.8119550,1.0270860,1.60590,PRESTELLAR
32195,HIGALPS006.8123-0.6806,6.8122660,-0.68052300,4.37386,PRESTELLAR
32197,HIGALPS006.8112-1.1875,6.8124430,-1.1866730,6.56838,UNBOUND
32200,HIGALPS006.8131-0.8808,6.8130410,-0.88074000,7.99473,PRESTELLAR
32208,HIGALPS006.8169+0.5761,6.8168820,0.57616900,5.80748,PRESTELLAR
32209,HIGALPS006.8171+0.1919,6.8170760,0.19203300,13.8444,UNBOUND
32210,HIGALPS006.8159-0.7133,6.8172860,-0.71355200,14.8555,PRESTELLAR
32217,HIGALPS006.8191+1.0627,6.8192760,1.0631480,5.95393,PRESTELLAR
32222,HIGALPS006.8207-0.8040,6.8206220,-0.80388400,25.9077,PROTOSTELLAR
32225,HIGALPS006.8204-0.0731,6.8217860,-0.073171000,8.67205,PROTOSTELLAR
32229,HIGALPS006.8233-0.6458,6.8229090,-0.64547000,5.32654,PRESTELLAR
32235,HIGALPS006.8252-0.0190,6.8247870,-0.018871000,23.9051,PROTOSTELLAR
32239,HIGALPS006.8256-0.2216,6.8260920,-0.22148100,27.8276,PROTOSTELLAR
32243,HIGALPS006.8259+0.9285,6.8267600,0.92900500,5.92718,PRESTELLAR
32253,HIGALPS006.8283-0.1138,6.8282150,-0.11373700,7.64567,PRESTELLAR
32254,HIGALPS006.8290+0.6193,6.8285940,0.62030000,5.04249,PRESTELLAR
32263,HIGALPS006.8305+0.3088,6.8301390,0.30864700,6.42306,PRESTELLAR
32280,HIGALPS006.8326+1.0022,6.8335460,1.0014890,5.98056,PRESTELLAR
32282,HIGALPS006.8333+0.8458,6.8339250,0.84575400,11.8149,PRESTELLAR
32287,HIGALPS006.8342-0.4211,6.8345090,-0.42146000,3.65940,PROTOSTELLAR
32289,HIGALPS006.8350+0.6508,6.8349880,0.65086700,3.80746,PRESTELLAR
32291,HIGALPS006.8352-0.5452,6.8351500,-0.54506900,7.07451,PRESTELLAR
32297,HIGALPS006.8354+0.1323,6.8357990,0.13203000,5.33612,PRESTELLAR
32302,HIGALPS006.8370+0.0224,6.8370220,0.022540000,17.3811,PROTOSTELLAR
32312,HIGALPS006.8390+0.6206,6.8392420,0.62029000,11.1044,PRESTELLAR
32313,HIGALPS006.8393+0.3823,6.8392470,0.38239600,4.65615,UNBOUND
32319,HIGALPS006.8413-0.8100,6.8412890,-0.80994000,11.1542,PRESTELLAR
32320,HIGALPS006.8407-0.5578,6.8415040,-0.55783900,6.49028,PROTOSTELLAR
32321,HIGALPS006.8417-0.5131,6.8421820,-0.51315600,2.89406,PRESTELLAR
32326,HIGALPS006.8435-0.4443,6.8434440,-0.44590100,7.12873,PROTOSTELLAR
32330,HIGALPS006.8436-0.0383,6.8442620,-0.038237000,6.69493,PRESTELLAR
32337,HIGALPS006.8451+0.7391,6.8461020,0.73900900,7.83938,PRESTELLAR
32340,HIGALPS006.8464+0.3626,6.8464240,0.36254700,9.46475,PRESTELLAR
32345,HIGALPS006.8481-0.2248,6.8477620,-0.22467600,6.11044,PRESTELLAR
32357,HIGALPS006.8509-0.6797,6.8508540,-0.67956400,8.94236,PRESTELLAR
32364,HIGALPS006.8507+0.6107,6.8512620,0.61078800,5.81808,PRESTELLAR
32366,HIGALPS006.8517-0.1548,6.8515570,-0.15447800,20.5164,PRESTELLAR
32374,HIGALPS006.8528+0.6574,6.8533580,0.65704100,5.88137,PRESTELLAR
32375,HIGALPS006.8537-1.1269,6.8536050,-1.1267910,4.27889,UNBOUND
32377,HIGALPS006.8544-1.2103,6.8541790,-1.2098780,6.83949,UNBOUND
32379,HIGALPS006.8530+0.6443,6.8542420,0.64406200,3.87947,PRESTELLAR
32381,HIGALPS006.8545+0.0989,6.8544170,0.098982000,11.1063,PRESTELLAR
32386,HIGALPS006.8580-0.8598,6.8579940,-0.85969800,6.81193,PRESTELLAR
32388,HIGALPS006.8587+0.3760,6.8593580,0.37605300,4.08077,UNBOUND
32399,HIGALPS006.8619+0.9309,6.8616810,0.93012600,11.8483,PRESTELLAR
32400,HIGALPS006.8626+0.9953,6.8621610,0.99409300,2.91738,PROTOSTELLAR
32406,HIGALPS006.8626+1.0533,6.8637570,1.0533430,2.52824,PRESTELLAR
32411,HIGALPS006.8641-0.4115,6.8652300,-0.41138600,18.2621,PRESTELLAR
32412,HIGALPS006.8652+0.6889,6.8652690,0.68927500,4.22633,PRESTELLAR
32427,HIGALPS006.8682-0.3698,6.8686500,-0.37018700,4.09146,PRESTELLAR
32432,HIGALPS006.8685-0.4340,6.8694490,-0.43464100,25.2129,PROTOSTELLAR
32433,HIGALPS006.8695+0.3738,6.8694680,0.37393600,3.40505,PRESTELLAR
32454,HIGALPS006.8732-0.4584,6.8735820,-0.45795200,4.99833,PRESTELLAR
32461,HIGALPS006.8736-0.5934,6.8749830,-0.59374900,6.64566,PRESTELLAR
32463,HIGALPS006.8761-0.1246,6.8757410,-0.12510100,4.74167,PROTOSTELLAR
32465,HIGALPS006.8753+0.1197,6.8761050,0.11949500,13.2637,PRESTELLAR
32478,HIGALPS006.8807+0.1663,6.8795250,0.16655100,9.03435,PRESTELLAR
32484,HIGALPS006.8809+0.0931,6.8808390,0.093462000,32.5687,PROTOSTELLAR
32486,HIGALPS006.8799+0.7155,6.8814340,0.71534300,17.3473,PRESTELLAR
32489,HIGALPS006.8818-1.1006,6.8821110,-1.0990710,7.69167,UNBOUND
32507,HIGALPS006.8853-0.4359,6.8854630,-0.43599200,14.6914,PRESTELLAR
32515,HIGALPS006.8865-0.4895,6.8877860,-0.48911600,3.95373,UNBOUND
32517,HIGALPS006.8874-0.8942,6.8881000,-0.89388800,3.98269,PRESTELLAR
32523,HIGALPS006.8903-0.1576,6.8905910,-0.15776300,7.80055,PRESTELLAR
32524,HIGALPS006.8903-0.3226,6.8907140,-0.32220000,4.36278,PRESTELLAR
32526,HIGALPS006.8915+0.1803,6.8909290,0.17874800,16.4986,PRESTELLAR
32530,HIGALPS006.8920-1.1136,6.8921540,-1.1150390,4.23178,UNBOUND
32554,HIGALPS006.8988-0.9255,6.8987460,-0.92537300,10.2648,PRESTELLAR
32567,HIGALPS006.9008+0.5903,6.9014720,0.59064800,4.55619,PRESTELLAR
32568,HIGALPS006.9017-0.8953,6.9016220,-0.89517800,15.7866,PRESTELLAR
32575,HIGALPS006.9031-0.4547,6.9030950,-0.45497800,8.79397,PROTOSTELLAR
32593,HIGALPS006.9090+0.8596,6.9089440,0.85964900,7.21904,PRESTELLAR
32598,HIGALPS006.9106-0.1927,6.9112550,-0.19281100,16.2322,PRESTELLAR
32603,HIGALPS006.9115-1.1029,6.9117860,-1.1033730,3.98289,PRESTELLAR
32607,HIGALPS006.9136-0.2623,6.9128150,-0.26333800,9.16572,PRESTELLAR
32610,HIGALPS006.9143-0.2248,6.9135990,-0.22490600,76.4942,PROTOSTELLAR
32618,HIGALPS006.9181+0.0433,6.9171240,0.043011000,8.55459,PRESTELLAR
32631,HIGALPS006.9189-0.5609,6.9193270,-0.56000000,7.08472,PRESTELLAR
32632,HIGALPS006.9198+0.4417,6.9202840,0.44137100,6.15964,PRESTELLAR
32641,HIGALPS006.9211-0.8874,6.9216870,-0.88742000,5.28183,PRESTELLAR
32642,HIGALPS006.9222-0.6611,6.9221860,-0.66104100,8.19538,PRESTELLAR
32644,HIGALPS006.9220-0.2509,6.9222570,-0.25103800,99.7051,PROTOSTELLAR
32661,HIGALPS006.9255+0.0388,6.9254240,0.038894000,12.2606,PRESTELLAR
32669,HIGALPS006.9266-0.9020,6.9266590,-0.90094300,19.6728,PRESTELLAR
32670,HIGALPS006.9271-0.5877,6.9270770,-0.58760800,2.12026,PRESTELLAR
32674,HIGALPS006.9280-1.0835,6.9279390,-1.0833640,6.50873,PRESTELLAR
32675,HIGALPS006.9279+0.4285,6.9281390,0.42921700,4.98818,PRESTELLAR
32684,HIGALPS006.9298+0.4160,6.9297550,0.41507000,10.2163,PROTOSTELLAR
32689,HIGALPS006.9303+0.1663,6.9307470,0.16615300,31.5897,PROTOSTELLAR
32695,HIGALPS006.9317-0.8497,6.9316210,-0.84961800,11.7019,PRESTELLAR
32701,HIGALPS006.9325+0.4012,6.9322360,0.40146200,4.97999,PRESTELLAR
32702,HIGALPS006.9318-0.3219,6.9322380,-0.32033500,7.43658,PRESTELLAR
32715,HIGALPS006.9350+0.1949,6.9349120,0.19486300,25.3607,PROTOSTELLAR
32720,HIGALPS006.9353-0.0303,6.9352370,-0.030562000,3.62673,PRESTELLAR
32732,HIGALPS006.9371-1.2514,6.9373200,-1.2506150,4.39604,UNBOUND
32736,HIGALPS006.9371+0.5270,6.9383030,0.52705000,9.74979,PRESTELLAR
32740,HIGALPS006.9375+0.4242,6.9387250,0.42430700,16.2500,PRESTELLAR
32748,HIGALPS006.9404-0.1868,6.9404660,-0.18834600,32.6346,PRESTELLAR
32753,HIGALPS006.9415-0.4070,6.9410480,-0.40825400,12.2359,PROTOSTELLAR
32754,HIGALPS006.9410-0.9707,6.9412190,-0.96951600,2.17533,UNBOUND
32764,HIGALPS006.9448+0.9463,6.9437550,0.94525800,11.0702,PRESTELLAR
32768,HIGALPS006.9449+0.1791,6.9445300,0.17977000,21.3992,UNBOUND
32772,HIGALPS006.9458+0.5297,6.9460750,0.53039700,9.75826,PRESTELLAR
32782,HIGALPS006.9466-0.5367,6.9474920,-0.53711100,5.54803,PRESTELLAR
32783,HIGALPS006.9469+0.6208,6.9475970,0.61983900,6.38462,UNBOUND
32792,HIGALPS006.9492-0.0283,6.9495360,-0.028667000,6.63447,PRESTELLAR
32793,HIGALPS006.9489-0.3234,6.9496500,-0.32307300,20.3263,PROTOSTELLAR
32795,HIGALPS006.9500+0.0497,6.9499910,0.049746000,8.49827,PRESTELLAR
32797,HIGALPS006.9488+0.8923,6.9500020,0.89190900,68.7629,PRESTELLAR
32807,HIGALPS006.9525-0.8067,6.9535780,-0.80765800,5.81140,PRESTELLAR
32808,HIGALPS006.9537-1.0950,6.9536380,-1.0949600,2.84553,PRESTELLAR
32826,HIGALPS006.9572-0.9110,6.9570540,-0.91064100,7.62110,PRESTELLAR
32835,HIGALPS006.9573-0.8701,6.9581590,-0.87057300,6.55413,PRESTELLAR
32837,HIGALPS006.9590+0.4241,6.9588930,0.42571100,14.5235,PRESTELLAR
32838,HIGALPS006.9589-1.1095,6.9589580,-1.1093480,5.11554,PRESTELLAR
32841,HIGALPS006.9596-0.4060,6.9595050,-0.40595700,6.12175,PRESTELLAR
32844,HIGALPS006.9601-1.0720,6.9600240,-1.0719380,4.27916,PRESTELLAR
32854,HIGALPS006.9614-0.3098,6.9616570,-0.30965300,25.4935,PROTOSTELLAR
32855,HIGALPS006.9611+0.2842,6.9618650,0.28335100,11.7849,PRESTELLAR
32871,HIGALPS006.9644+0.7308,6.9641200,0.72978400,10.7661,PRESTELLAR
32878,HIGALPS006.9652-0.2853,6.9652270,-0.28402000,59.0744,PROTOSTELLAR
32880,HIGALPS006.9668+0.5017,6.9661550,0.50132800,4.93680,PRESTELLAR
32883,HIGALPS006.9665+0.8775,6.9667920,0.87774800,20.1653,PRESTELLAR
32902,HIGALPS006.9698+0.7450,6.9699480,0.74588700,14.7880,PROTOSTELLAR
32905,HIGALPS006.9698+0.4378,6.9706860,0.43738700,13.1418,PRESTELLAR
32912,HIGALPS006.9703+0.7584,6.9716670,0.75786700,22.8277,PRESTELLAR
32913,HIGALPS006.9721-0.3915,6.9717070,-0.39090700,11.4273,PRESTELLAR
32917,HIGALPS006.9722-0.6610,6.9727420,-0.66091900,11.1105,PRESTELLAR
32918,HIGALPS006.9733-0.5220,6.9732480,-0.52195900,10.3571,PRESTELLAR
32920,HIGALPS006.9737-0.1457,6.9736250,-0.14565400,8.41125,PRESTELLAR
32929,HIGALPS006.9748-0.7333,6.9755980,-0.73450400,21.9206,PRESTELLAR
32930,HIGALPS006.9757-0.4652,6.9756690,-0.46511800,4.62592,PRESTELLAR
32938,HIGALPS006.9774-0.4740,6.9777230,-0.47512100,11.5443,PRESTELLAR
32950,HIGALPS006.9801-0.2881,6.9803270,-0.28744800,66.9270,PROTOSTELLAR
32963,HIGALPS006.9811+0.7781,6.9825150,0.77813500,13.0670,PRESTELLAR
32964,HIGALPS006.9828-1.0861,6.9825830,-1.0844600,8.10538,PRESTELLAR
32971,HIGALPS006.9836-0.2568,6.9831620,-0.25823700,39.8205,PRESTELLAR
32977,HIGALPS006.9849+0.2106,6.9839930,0.21056200,3.05235,PROTOSTELLAR
32981,HIGALPS006.9845+0.3779,6.9844970,0.37797100,9.26165,PRESTELLAR
32985,HIGALPS006.9856+0.9372,6.9854050,0.93675800,8.56368,PRESTELLAR
32992,HIGALPS006.9874+0.6286,6.9868680,0.62859100,3.10623,PRESTELLAR
33001,HIGALPS006.9902+0.1950,6.9892400,0.19448200,7.39547,PROTOSTELLAR
33005,HIGALPS006.9887+0.7274,6.9898070,0.72754800,9.21153,PRESTELLAR
33006,HIGALPS006.9894+0.7926,6.9898740,0.79151400,20.0299,PRESTELLAR
33021,HIGALPS006.9920+0.7371,6.9919400,0.73721700,16.4151,PRESTELLAR
33024,HIGALPS006.9932+0.8142,6.9936430,0.81446900,8.34727,UNBOUND
33027,HIGALPS006.9938+0.3607,6.9944920,0.36154500,7.97354,PRESTELLAR
33045,HIGALPS006.9985-0.0923,6.9985420,-0.093522000,6.47020,PROTOSTELLAR
33047,HIGALPS006.9979-0.2408,6.9987280,-0.24133800,32.1031,PRESTELLAR
33053,HIGALPS007.0003-0.7916,7.0002570,-0.79153000,13.9473,PRESTELLAR
33061,HIGALPS007.0021-0.6808,7.0019450,-0.68081100,7.43587,PRESTELLAR
33062,HIGALPS007.0017+0.1740,7.0019850,0.17484200,3.82484,PROTOSTELLAR
33072,HIGALPS007.0036-0.5734,7.0035890,-0.57333900,4.55108,PRESTELLAR
33073,HIGALPS007.0036-0.2207,7.0037940,-0.22212000,13.5977,PROTOSTELLAR
33077,HIGALPS007.0046-0.5511,7.0047600,-0.55182500,9.22886,PRESTELLAR
33080,HIGALPS007.0048+0.6146,7.0056850,0.61324400,3.85325,PRESTELLAR
33094,HIGALPS007.0096-0.2532,7.0097100,-0.25384600,114.752,PROTOSTELLAR
33102,HIGALPS007.0115-1.2219,7.0114450,-1.2218420,8.90673,PRESTELLAR
33104,HIGALPS007.0117-1.0890,7.0119720,-1.0891640,7.00670,PRESTELLAR
33105,HIGALPS007.0120+0.9067,7.0119730,0.90675000,4.71892,PRESTELLAR
33108,HIGALPS007.0108-0.6773,7.0122090,-0.67687000,4.77462,PRESTELLAR
33113,HIGALPS007.0144+0.7554,7.0136980,0.75519600,28.0981,PRESTELLAR
33119,HIGALPS007.0153+0.7801,7.0148850,0.77940900,20.0112,PRESTELLAR
33126,HIGALPS007.0161+0.3663,7.0160390,0.36634900,3.37210,PRESTELLAR
33138,HIGALPS007.0190-1.2522,7.0189840,-1.2521420,5.94575,UNBOUND
33144,HIGALPS007.0189-0.5693,7.0203980,-0.56895600,25.5382,PRESTELLAR
33156,HIGALPS007.0201+0.4109,7.0216320,0.41119000,2.45780,UNBOUND
33162,HIGALPS007.0233+0.6191,7.0225060,0.61929200,5.73515,PRESTELLAR
33191,HIGALPS007.0298+0.5404,7.0288240,0.54090400,6.08230,PRESTELLAR
33198,HIGALPS007.0301-0.5181,7.0296780,-0.51800700,4.90686,PRESTELLAR
33203,HIGALPS007.0307-0.2634,7.0301490,-0.26287400,40.1255,PROTOSTELLAR
33212,HIGALPS007.0320-0.3274,7.0317050,-0.32674300,7.70363,PRESTELLAR
33218,HIGALPS007.0322+0.3335,7.0326550,0.33313100,10.6026,PRESTELLAR
33223,HIGALPS007.0322-0.5317,7.0331810,-0.53194500,4.90817,PRESTELLAR
33228,HIGALPS007.0331+0.7264,7.0339400,0.72586400,32.9019,PROTOSTELLAR
33246,HIGALPS007.0370-0.0443,7.0371180,-0.044950000,8.84816,PRESTELLAR
33247,HIGALPS007.0361-0.1584,7.0375050,-0.15881100,34.9285,PROTOSTELLAR
33249,HIGALPS007.0390-0.2693,7.0380770,-0.27011300,11.3389,PROTOSTELLAR
33264,HIGALPS007.0416-1.2385,7.0420420,-1.2386490,2.37223,PRESTELLAR
33266,HIGALPS007.0432+0.7988,7.0429330,0.79796800,33.5909,PRESTELLAR
33275,HIGALPS007.0439+0.1799,7.0446280,0.17874900,46.3310,PROTOSTELLAR
